Year,Annee,ISO,Jurisdiction,Juridiction,Species-group,Groupe-d'especes,Tenure-En,Tenure-Fr,Area,Superficie
2012,2012,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,18022,18022
2012,2012,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,1382,1382
2012,2012,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,284,284
2012,2012,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,17866,17866
2012,2012,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,114174,114174
2012,2012,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Provincial land,Terres provinciales,36810,36810
2012,2012,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,276,276
2012,2012,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privees,69,69
2012,2012,MB,Manitoba,Manitoba,Spruce,epinette,Private land,Terres privees,625,625
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,1229,1229
2012,2012,MB,Manitoba,Manitoba,Spruce,epinette,Provincial land,Terres provinciales,2796,2796
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,815,815
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privees,627,627
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Private land,Terres privees,4758,4758
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,14,14
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,1096,1096
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Provincial land,Terres provinciales,11488,11488
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,12,12
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Provincial land,Terres provinciales,4359,4359
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,87,87
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Private land,Terres privees,38,38
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Private land,Terres privees,3843,3843
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Provincial land,Terres provinciales,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Provincial land,Terres provinciales,2782,2782
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Provincial land,Terres provinciales,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,NU,Nunavut,Nunavut,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,29,29
2012,2012,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,17734,17734
2012,2012,ON,Ontario,Ontario,Spruce,epinette,Provincial land,Terres provinciales,19846,19846
2012,2012,ON,Ontario,Ontario,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Private land,Terres privees,17,17
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,10,10
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,58,58
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Private land,Terres privees,61,61
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Private land,Terres privees,98,98
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,2,2
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,4,4
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Provincial land,Terres provinciales,5,5
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Provincial land,Terres provinciales,8,8
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,QC,Quebec,Quebec,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,139,139
2012,2012,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,534,534
2012,2012,QC,Quebec,Quebec,Pine,Pin,Private land,Terres privees,1352,1352
2012,2012,QC,Quebec,Quebec,Spruce,epinette,Private land,Terres privees,4113,4113
2012,2012,QC,Quebec,Quebec,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,QC,Quebec,Quebec,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,257,257
2012,2012,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,44,44
2012,2012,QC,Quebec,Quebec,Pine,Pin,Provincial land,Terres provinciales,8286,8286
2012,2012,QC,Quebec,Quebec,Spruce,epinette,Provincial land,Terres provinciales,29688,29688
2012,2012,QC,Quebec,Quebec,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,1017,1017
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Provincial land,Terres provinciales,654,654
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Fir,Sapin,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Pine,Pin,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Spruce,epinette,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Fir,Sapin,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Pine,Pin,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Spruce,epinette,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Spruce,epinette,Provincial land,Terres provinciales,0,0
2012,2012,YT,Yukon,Yukon,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2013,2013,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Spruce,epinette,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2013,2013,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Spruce,epinette,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Unspecified,Indeterminee,Private land,Terres privees,0,0
2013,2013,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2013,2013,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,0
2013,2013,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,52,52
2013,2013,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2013,2013,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,37913,37913
2013,2013,AB,Alberta,Alberta,Spruce,epinette,Provincial land,Terres provinciales,34809,34809
2013,2013,AB,Alberta,Alberta,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Federal land,Terres federales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Pine,Pin,Federal land,Terres federales,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Federal land,Terres federales,0,0
