Year,Annee,ISO,Jurisdiction,Juridiction,Species-group,Groupe-d'especes,Tenure-En,Tenure-Fr,Area,Superficie
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privees,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Private land,Terres privees,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Private land,Terres privees,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,2200,2200
2003,2003,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Provincial land,Terres provinciales,9943,9943
2003,2003,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Fir,Sapin,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Pine,Pin,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Spruce,epinette,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2003,2003,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Fir,Sapin,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Pine,Pin,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Spruce,epinette,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Unspecified,Indeterminee,Private land,Terres privees,0,0
2003,2003,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Spruce,epinette,Provincial land,Terres provinciales,0,0
2003,2003,YT,Yukon,Yukon,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,219,219
2004,2004,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2004,2004,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,28081,28081
2004,2004,AB,Alberta,Alberta,Spruce,epinette,Provincial land,Terres provinciales,32098,32098
2004,2004,AB,Alberta,Alberta,Unspecified,Indeterminee,Provincial land,Terres provinciales,188,188
2004,2004,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,6,6
2004,2004,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Private land,Terres privees,129,129
2004,2004,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privees,17,17
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,28,28
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,171,171
2004,2004,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privees,9,9
2004,2004,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,13451,13451
2004,2004,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,770,770
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,103,103
2004,2004,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,16079,16079
2004,2004,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,81638,81638
2004,2004,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Provincial land,Terres provinciales,41512,41512
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2004,2004,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2004,2004,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,689,689
2004,2004,MB,Manitoba,Manitoba,Spruce,epinette,Provincial land,Terres provinciales,6176,6176
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,3547,3547
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privees,300,300
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Private land,Terres privees,5000,5000
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,8,8
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,2187,2187
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Provincial land,Terres provinciales,12464,12464
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,18,18
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,92,92
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Provincial land,Terres provinciales,5706,5706
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,30,30
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Private land,Terres privees,232,232
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Private land,Terres privees,10218,10218
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Provincial land,Terres provinciales,0,0
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Provincial land,Terres provinciales,1854,1854
2004,2004,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,0
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Provincial land,Terres provinciales,29,29
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,NU,Nunavut,Nunavut,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,9,9
2004,2004,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,1,1
2004,2004,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres federales,147,147
2004,2004,ON,Ontario,Ontario,Spruce,epinette,Federal land,Terres federales,12,12
2004,2004,ON,Ontario,Ontario,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Spruce,epinette,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,0
2004,2004,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,5182,5182
2004,2004,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,3318,3318
2004,2004,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,30223,30223
2004,2004,ON,Ontario,Ontario,Spruce,epinette,Provincial land,Terres provinciales,46367,46367
2004,2004,ON,Ontario,Ontario,Unspecified,Indeterminee,Provincial land,Terres provinciales,1397,1397
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Private land,Terres privees,4,4
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,5,5
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,55,55
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Private land,Terres privees,128,128
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Private land,Terres privees,745,745
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Provincial land,Terres provinciales,1,1
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,3,3
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,14,14
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Provincial land,Terres provinciales,10,10
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Provincial land,Terres provinciales,75,75
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,69,69
2004,2004,QC,Quebec,Quebec,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
2004,2004,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Federal land,Terres federales,0,0
2004,2004,QC,Quebec,Quebec,Pine,Pin,Federal land,Terres federales,0,0
2004,2004,QC,Quebec,Quebec,Spruce,epinette,Federal land,Terres federales,33,33
2004,2004,QC,Quebec,Quebec,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2004,2004,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2004,2004,QC,Quebec,Quebec,Fir,Sapin,Private land,Terres privees,0,0
2004,2004,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,248,248
2004,2004,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,94,94
2004,2004,QC,Quebec,Quebec,Pine,Pin,Private land,Terres privees,2376,2376
2004,2004,QC,Quebec,Quebec,Spruce,epinette,Private land,Terres privees,7231,7231
2004,2004,QC,Quebec,Quebec,Unspecified,Indeterminee,Private land,Terres privees,0,0
2004,2004,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2004,2004,QC,Quebec,Quebec,Fir,Sapin,Provincial land,Terres provinciales,127,127
2004,2004,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,842,842
2004,2004,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,197,197
2004,2004,QC,Quebec,Quebec,Pine,Pin,Provincial land,Terres provinciales,18565,18565
2004,2004,QC,Quebec,Quebec,Spruce,epinette,Provincial land,Terres provinciales,45584,45584
2004,2004,QC,Quebec,Quebec,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Federal land,Terres federales,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres federales,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres federales,0,0
