Year,Annee,ISO,Jurisdiction,Juridiction,Tenure-En,Tenure-Fr,Application-Method,Methode-d'application,Area,Superficie
2004,2004,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,254,254
2004,2004,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2004,2004,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2004,2004,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,852,852
2005,2005,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,108,108
2005,2005,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,17944,17944
2005,2005,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,350,350
2005,2005,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2005,2005,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,227,227
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2005,2005,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2005,2005,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2005,2005,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2005,2005,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2005,2005,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2005,2005,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,11,11
2006,2006,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,50,50
2006,2006,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,19805,19805
2006,2006,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,634,634
2006,2006,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2006,2006,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2006,2006,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2006,2006,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2006,2006,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2006,2006,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2006,2006,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2006,2006,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2007,2007,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2007,2007,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2007,2007,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,775,775
2007,2007,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,0,0
2007,2007,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2007,2007,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2007,2007,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2007,2007,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2007,2007,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2007,2007,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
