Year,Annee,ISO,Jurisdiction,Juridiction,Tenure-En,Tenure-Fr,Application-Method,Methode-d'application,Area,Superficie
2010,2010,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,356,356
2010,2010,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2010,2010,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2010,2010,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2010,2010,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2010,2010,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2010,2010,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2010,2010,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2010,2010,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2010,2010,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2010,2010,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2010,2010,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2010,2010,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,1684,1684
2011,2011,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2011,2011,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2011,2011,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2011,2011,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,9518,9518
2011,2011,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2011,2011,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2011,2011,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2011,2011,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2011,2011,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2011,2011,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2011,2011,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2011,2011,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2011,2011,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2011,2011,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2011,2011,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,809,809
2012,2012,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,25,25
2012,2012,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2012,2012,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2012,2012,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2012,2012,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,9639,9639
2012,2012,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,41,41
2012,2012,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2012,2012,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,27,27
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2012,2012,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2012,2012,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2012,2012,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2012,2012,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2012,2012,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2012,2012,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2012,2012,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2013,2013,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2013,2013,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2013,2013,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,726,726
2013,2013,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,25,25
2013,2013,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2013,2013,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2013,2013,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,130,130
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,311,311
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2013,2013,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2013,2013,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2013,2013,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
