Year,ISO,Jurisdiction,Species group,Tenure (En),Volume (cubic metres) (En),Data qualifier
1996,YT,Yukon,Softwoods,Provincial land,450000,a
1996,YT,Yukon,Softwoods,Private land,0,u
1996,YT,Yukon,Hardwoods,Provincial land,0,u
1996,YT,Yukon,Hardwoods,Private land,0,u
1996,YT,Yukon,Unspecified,Provincial land,0,u
1996,YT,Yukon,Unspecified,Private land,0,u
1996,YT,Yukon,Hardwoods,Federal land,0,u
1996,YT,Yukon,Softwoods,Federal land,0,u
1996,YT,Yukon,Unspecified,Federal land,0,u
1996,YT,Yukon,Unspecified,Federal land,8700,E
1997,AB,Alberta,Hardwoods,Private land,1525497,E
1997,AB,Alberta,Softwoods,Private land,1375511,E
1997,AB,Alberta,Softwoods,Provincial land,13361952,a
1997,AB,Alberta,Hardwoods,Provincial land,9994782,a
1997,AB,Alberta,Unspecified,Provincial land,0,u
1997,AB,Alberta,Hardwoods,Federal land,0,u
1997,AB,Alberta,Softwoods,Federal land,0,u
1997,AB,Alberta,Unspecified,Federal land,0,u
1997,AB,Alberta,Unspecified,Federal land,948000,E
1997,BC,British Columbia,Hardwoods,Private land,888051,E
1997,BC,British Columbia,Softwoods,Private land,7290726,E
1997,BC,British Columbia,Softwoods,Private land regulated,2555150,a
1997,BC,British Columbia,Hardwoods,Private land regulated,7780,a
1997,BC,British Columbia,Unspecified,Private land regulated,0,u
1997,BC,British Columbia,Softwoods,Provincial land,65513740,a
1997,BC,British Columbia,Hardwoods,Provincial land,2942300,a
1997,BC,British Columbia,Unspecified,Provincial land,0,u
1997,BC,British Columbia,Hardwoods,Federal land,0,u
1997,BC,British Columbia,Softwoods,Federal land,0,u
1997,BC,British Columbia,Unspecified,Federal land,0,u
1997,BC,British Columbia,Unspecified,Federal land,541000,E
1997,GC,Canada,Hardwoods,Federal land,0,u
1997,GC,Canada,Softwoods,Federal land,0,u
1997,GC,Canada,Unspecified,Federal land,3813180,E
1997,MB,Manitoba,Softwoods,Provincial land,5639060,a
1997,MB,Manitoba,Softwoods,Private land,56160,a
1997,MB,Manitoba,Hardwoods,Provincial land,3260580,a
1997,MB,Manitoba,Hardwoods,Private land,675490,a
1997,MB,Manitoba,Unspecified,Provincial land,0,u
1997,MB,Manitoba,Unspecified,Private land,0,u
1997,MB,Manitoba,Hardwoods,Federal land,0,u
1997,MB,Manitoba,Softwoods,Federal land,0,u
1997,MB,Manitoba,Unspecified,Federal land,0,u
1997,MB,Manitoba,Unspecified,Federal land,95400,E
1997,NB,New Brunswick,Softwoods,Provincial land,3447122,a
1997,NB,New Brunswick,Softwoods,Private land,3459976,a
1997,NB,New Brunswick,Hardwoods,Provincial land,1575662,a
1997,NB,New Brunswick,Hardwoods,Private land,2488064,a
1997,NB,New Brunswick,Unspecified,Provincial land,0,u
1997,NB,New Brunswick,Unspecified,Private land,0,u
1997,NB,New Brunswick,Hardwoods,Federal land,0,u
1997,NB,New Brunswick,Softwoods,Federal land,0,u
1997,NB,New Brunswick,Unspecified,Federal land,0,u
1997,NB,New Brunswick,Unspecified,Federal land,163000,E
1997,NL,Newfoundland and Labrador,Softwoods,Provincial land,1131850,a
1997,NL,Newfoundland and Labrador,Softwoods,Private land,1503200,a
1997,NL,Newfoundland and Labrador,Hardwoods,Provincial land,0,u
1997,NL,Newfoundland and Labrador,Hardwoods,Private land,0,u
1997,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
1997,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
1997,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
1997,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
1997,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
1997,NL,Newfoundland and Labrador,Unspecified,Federal land,6880,E
1997,NS,Nova Scotia,Softwoods,Provincial land,850000,a
1997,NS,Nova Scotia,Softwoods,Private land,2900000,a
1997,NS,Nova Scotia,Hardwoods,Provincial land,500000,a
1997,NS,Nova Scotia,Hardwoods,Private land,1000000,a
1997,NS,Nova Scotia,Unspecified,Provincial land,0,u
1997,NS,Nova Scotia,Unspecified,Private land,0,u
1997,NS,Nova Scotia,Hardwoods,Federal land,0,u
1997,NS,Nova Scotia,Softwoods,Federal land,0,u
1997,NS,Nova Scotia,Unspecified,Federal land,0,u
1997,NS,Nova Scotia,Unspecified,Federal land,25000,E
1997,NT,Northwest Territories,Softwoods,Provincial land,0,n
1997,NT,Northwest Territories,Softwoods,Private land,0,n
1997,NT,Northwest Territories,Hardwoods,Provincial land,0,n
1997,NT,Northwest Territories,Hardwoods,Private land,0,n
1997,NT,Northwest Territories,Unspecified,Provincial land,0,u
1997,NT,Northwest Territories,Unspecified,Private land,0,u
1997,NT,Northwest Territories,Hardwoods,Federal land,0,u
1997,NT,Northwest Territories,Softwoods,Federal land,0,u
1997,NT,Northwest Territories,Unspecified,Federal land,0,u
1997,NT,Northwest Territories,Unspecified,Federal land,1500,E
1997,NU,Nunavut,Hardwoods,Federal land,0,u
1997,NU,Nunavut,Softwoods,Federal land,0,u
1997,NU,Nunavut,Unspecified,Federal land,0,u
1997,ON,Ontario,Unspecified,Private land,0,u
1997,ON,Ontario,Hardwoods,Federal land,0,u
1997,ON,Ontario,Softwoods,Federal land,0,u
1997,ON,Ontario,Unspecified,Federal land,0,u
1997,ON,Ontario,Unspecified,Federal land,1075000,E
1997,ON,Ontario,Hardwoods,Private land,637530,E
1997,ON,Ontario,Softwoods,Private land,2538938,E
1997,ON,Ontario,Softwoods,Provincial land,20657000,E
1997,ON,Ontario,Hardwoods,Provincial land,11678000,E
1997,PE,Prince Edward Island,Softwoods,Provincial land,30000,a
1997,PE,Prince Edward Island,Softwoods,Private land,270000,a
1997,PE,Prince Edward Island,Hardwoods,Provincial land,12900,a
1997,PE,Prince Edward Island,Hardwoods,Private land,177100,a
1997,PE,Prince Edward Island,Unspecified,Provincial land,0,u
1997,PE,Prince Edward Island,Unspecified,Private land,0,u
1997,PE,Prince Edward Island,Hardwoods,Federal land,0,u
1997,PE,Prince Edward Island,Softwoods,Federal land,0,u
1997,PE,Prince Edward Island,Unspecified,Federal land,0,u
1997,PE,Prince Edward Island,Unspecified,Federal land,1100,E
1997,QC,Quebec,Softwoods,Provincial land,32352200,a
1997,QC,Quebec,Softwoods,Private land,5404300,a
1997,QC,Quebec,Hardwoods,Provincial land,12666900,a
1997,QC,Quebec,Hardwoods,Private land,7900600,a
1997,QC,Quebec,Unspecified,Provincial land,0,u
1997,QC,Quebec,Unspecified,Private land,0,u
1997,QC,Quebec,Hardwoods,Federal land,0,u
1997,QC,Quebec,Softwoods,Federal land,0,u
1997,QC,Quebec,Unspecified,Federal land,0,u
1997,QC,Quebec,Unspecified,Federal land,486000,E
1997,SK,Saskatchewan,Softwoods,Provincial land,3864000,r
1997,SK,Saskatchewan,Softwoods,Private land,80000,e
1997,SK,Saskatchewan,Hardwoods,Provincial land,3244000,r
1997,SK,Saskatchewan,Hardwoods,Private land,200000,e
1997,SK,Saskatchewan,Unspecified,Provincial land,0,r
1997,SK,Saskatchewan,Unspecified,Private land,0,e
1997,SK,Saskatchewan,Hardwoods,Federal land,0,u
1997,SK,Saskatchewan,Softwoods,Federal land,0,u
1997,SK,Saskatchewan,Unspecified,Federal land,0,u
1997,SK,Saskatchewan,Unspecified,Federal land,461600,E
1997,YT,Yukon,Softwoods,Provincial land,450000,a
1997,YT,Yukon,Softwoods,Private land,0,u
1997,YT,Yukon,Hardwoods,Provincial land,0,u
1997,YT,Yukon,Hardwoods,Private land,0,u
1997,YT,Yukon,Unspecified,Provincial land,0,u
1997,YT,Yukon,Unspecified,Private land,0,u
1997,YT,Yukon,Hardwoods,Federal land,0,u
1997,YT,Yukon,Softwoods,Federal land,0,u
1997,YT,Yukon,Unspecified,Federal land,0,u
1997,YT,Yukon,Unspecified,Federal land,8700,E
1998,AB,Alberta,Hardwoods,Private land,1709338,E
1998,AB,Alberta,Softwoods,Private land,1240903,E
1998,AB,Alberta,Softwoods,Provincial land,13606287,a
1998,AB,Alberta,Hardwoods,Provincial land,10209599,a
1998,AB,Alberta,Unspecified,Provincial land,0,u
1998,AB,Alberta,Hardwoods,Federal land,0,u
1998,AB,Alberta,Softwoods,Federal land,0,u
1998,AB,Alberta,Unspecified,Federal land,0,u
1998,AB,Alberta,Unspecified,Federal land,948000,E
1998,BC,British Columbia,Hardwoods,Private land,983564,E
1998,BC,British Columbia,Softwoods,Private land,7209028,E
1998,BC,British Columbia,Softwoods,Private land regulated,1777623,a
1998,BC,British Columbia,Hardwoods,Private land regulated,10000,a
1998,BC,British Columbia,Unspecified,Private land regulated,0,u
1998,BC,British Columbia,Softwoods,Provincial land,65755127,a
1998,BC,British Columbia,Hardwoods,Provincial land,2994800,a
1998,BC,British Columbia,Unspecified,Provincial land,0,u
1998,BC,British Columbia,Hardwoods,Federal land,202,e
1998,BC,British Columbia,Softwoods,Federal land,44707,e
1998,BC,British Columbia,Unspecified,Federal land,0,u
1998,GC,Canada,Hardwoods,Federal land,53293,e
1998,GC,Canada,Softwoods,Federal land,96936,e
1998,GC,Canada,Unspecified,Federal land,2074300,e
1998,MB,Manitoba,Softwoods,Provincial land,5639060,a
1998,MB,Manitoba,Softwoods,Private land,56160,a
1998,MB,Manitoba,Hardwoods,Provincial land,3260580,a
1998,MB,Manitoba,Hardwoods,Private land,675490,a
1998,MB,Manitoba,Unspecified,Provincial land,0,u
1998,MB,Manitoba,Unspecified,Private land,0,u
1998,MB,Manitoba,Hardwoods,Federal land,0,u
1998,MB,Manitoba,Softwoods,Federal land,0,u
1998,MB,Manitoba,Unspecified,Federal land,0,u
1998,MB,Manitoba,Unspecified,Federal land,95400,E
1998,NB,New Brunswick,Softwoods,Provincial land,3447122,a
1998,NB,New Brunswick,Softwoods,Private land,3459976,a
1998,NB,New Brunswick,Hardwoods,Provincial land,1575662,a
1998,NB,New Brunswick,Hardwoods,Private land,2488064,a
1998,NB,New Brunswick,Unspecified,Provincial land,0,u
1998,NB,New Brunswick,Unspecified,Private land,0,u
1998,NB,New Brunswick,Hardwoods,Federal land,33000,e
1998,NB,New Brunswick,Softwoods,Federal land,44000,e
1998,NB,New Brunswick,Unspecified,Federal land,0,u
1998,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
1998,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
1998,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
1998,NL,Newfoundland and Labrador,Unspecified,Federal land,16356,E
1998,NS,Nova Scotia,Softwoods,Provincial land,900000,a
1998,NS,Nova Scotia,Softwoods,Private land,4300000,a
1998,NS,Nova Scotia,Hardwoods,Provincial land,350000,a
1998,NS,Nova Scotia,Hardwoods,Private land,1150000,a
1998,NS,Nova Scotia,Unspecified,Provincial land,0,u
1998,NS,Nova Scotia,Unspecified,Private land,0,u
1998,NS,Nova Scotia,Hardwoods,Federal land,0,u
1998,NS,Nova Scotia,Softwoods,Federal land,0,u
1998,NS,Nova Scotia,Unspecified,Federal land,0,u
1998,NS,Nova Scotia,Unspecified,Federal land,25000,E
1998,NT,Northwest Territories,Softwoods,Provincial land,0,n
1998,NT,Northwest Territories,Softwoods,Private land,0,n
1998,NT,Northwest Territories,Hardwoods,Provincial land,0,n
1998,NT,Northwest Territories,Hardwoods,Private land,0,n
1998,NT,Northwest Territories,Unspecified,Provincial land,0,u
1998,NT,Northwest Territories,Unspecified,Private land,0,u
1998,NT,Northwest Territories,Hardwoods,Federal land,0,u
1998,NT,Northwest Territories,Softwoods,Federal land,0,u
1998,NT,Northwest Territories,Unspecified,Federal land,0,u
1998,NT,Northwest Territories,Unspecified,Federal land,1500,E
1998,NU,Nunavut,Hardwoods,Federal land,0,u
1998,NU,Nunavut,Softwoods,Federal land,0,u
1998,NU,Nunavut,Unspecified,Federal land,0,u
1998,ON,Ontario,Unspecified,Private land,0,u
1998,ON,Ontario,Hardwoods,Federal land,0,u
1998,ON,Ontario,Softwoods,Federal land,0,u
1998,ON,Ontario,Unspecified,Federal land,0,u
1998,ON,Ontario,Unspecified,Federal land,1075000,E
1998,ON,Ontario,Hardwoods,Private land,675330,E
1998,ON,Ontario,Softwoods,Private land,2385538,E
1998,ON,Ontario,Softwoods,Provincial land,20648000,E
1998,ON,Ontario,Hardwoods,Provincial land,11518000,E
1998,PE,Prince Edward Island,Softwoods,Provincial land,30000,a
1998,PE,Prince Edward Island,Softwoods,Private land,270000,a
1998,PE,Prince Edward Island,Hardwoods,Provincial land,12900,a
1998,PE,Prince Edward Island,Hardwoods,Private land,177100,a
1998,PE,Prince Edward Island,Unspecified,Provincial land,0,u
1998,PE,Prince Edward Island,Unspecified,Private land,0,u
1998,PE,Prince Edward Island,Hardwoods,Federal land,0,U
1998,PE,Prince Edward Island,Softwoods,Federal land,0,U
1998,PE,Prince Edward Island,Unspecified,Federal land,0,u
1998,PE,Prince Edward Island,Unspecified,Federal land,1100,E
1998,QC,Quebec,Softwoods,Provincial land,32070000,a
1998,QC,Quebec,Softwoods,Private land,5404300,a
1998,QC,Quebec,Hardwoods,Provincial land,12598600,a
1998,QC,Quebec,Hardwoods,Private land,7900600,a
1998,QC,Quebec,Unspecified,Provincial land,0,u
1998,QC,Quebec,Unspecified,Private land,0,u
1998,QC,Quebec,Hardwoods,Federal land,20091,e
1998,QC,Quebec,Softwoods,Federal land,8229,e
1998,QC,Quebec,Unspecified,Federal land,0,u
1998,SK,Saskatchewan,Softwoods,Provincial land,3864000,r
1998,SK,Saskatchewan,Softwoods,Private land,80000,e
1998,SK,Saskatchewan,Hardwoods,Provincial land,3244000,r
1998,SK,Saskatchewan,Hardwoods,Private land,200000,e
1998,SK,Saskatchewan,Unspecified,Provincial land,0,r
1998,SK,Saskatchewan,Unspecified,Private land,0,e
1998,SK,Saskatchewan,Hardwoods,Federal land,0,u
1998,SK,Saskatchewan,Softwoods,Federal land,0,u
1998,SK,Saskatchewan,Unspecified,Federal land,0,u
1998,SK,Saskatchewan,Unspecified,Federal land,461600,E
1998,YT,Yukon,Softwoods,Provincial land,356500,a
1998,YT,Yukon,Softwoods,Private land,0,u
1998,YT,Yukon,Hardwoods,Provincial land,0,u
1998,YT,Yukon,Hardwoods,Private land,0,u
1998,YT,Yukon,Unspecified,Provincial land,0,u
1998,YT,Yukon,Unspecified,Private land,0,u
1998,YT,Yukon,Hardwoods,Federal land,0,u
1998,YT,Yukon,Softwoods,Federal land,0,u
1998,YT,Yukon,Unspecified,Federal land,0,u
1998,YT,Yukon,Unspecified,Federal land,8700,E
1999,AB,Alberta,Hardwoods,Private land,1726441,E
1999,AB,Alberta,Softwoods,Private land,799679,E
1999,AB,Alberta,Softwoods,Provincial land,13591960,a
1999,AB,Alberta,Hardwoods,Provincial land,10208737,a
1999,AB,Alberta,Unspecified,Provincial land,0,u
1999,AB,Alberta,Hardwoods,Federal land,0,u
1999,AB,Alberta,Softwoods,Federal land,0,u
1999,AB,Alberta,Unspecified,Federal land,0,u
1999,AB,Alberta,Unspecified,Federal land,948000,E
1999,BC,British Columbia,Hardwoods,Private land,985381,E
1999,BC,British Columbia,Softwoods,Private land,7021303,E
1999,BC,British Columbia,Softwoods,Private land regulated,1010508,a
1999,BC,British Columbia,Hardwoods,Private land regulated,3500,a
1999,BC,British Columbia,Unspecified,Private land regulated,0,u
1999,BC,British Columbia,Softwoods,Provincial land,67673270,a
1999,BC,British Columbia,Hardwoods,Provincial land,2942300,a
1999,BC,British Columbia,Unspecified,Provincial land,0,u
1999,BC,British Columbia,Hardwoods,Federal land,202,e
1999,BC,British Columbia,Softwoods,Federal land,44707,e
1999,BC,British Columbia,Unspecified,Federal land,0,u
1999,GC,Canada,Hardwoods,Federal land,33202,e
1999,GC,Canada,Softwoods,Federal land,88707,e
1999,GC,Canada,Unspecified,Federal land,2231421,e
1999,MB,Manitoba,Softwoods,Provincial land,5639060,a
1999,MB,Manitoba,Softwoods,Private land,56160,a
1999,MB,Manitoba,Hardwoods,Provincial land,3260580,a
1999,MB,Manitoba,Hardwoods,Private land,675490,a
1999,MB,Manitoba,Unspecified,Provincial land,0,u
1999,MB,Manitoba,Unspecified,Private land,0,u
1999,MB,Manitoba,Hardwoods,Federal land,0,u
1999,MB,Manitoba,Softwoods,Federal land,0,u
1999,MB,Manitoba,Unspecified,Federal land,0,u
1999,MB,Manitoba,Unspecified,Federal land,95400,E
1999,NB,New Brunswick,Softwoods,Provincial land,3447122,a
1999,NB,New Brunswick,Softwoods,Private land,3459976,a
1999,NB,New Brunswick,Hardwoods,Provincial land,1575662,a
1999,NB,New Brunswick,Hardwoods,Private land,2488064,a
1999,NB,New Brunswick,Unspecified,Provincial land,0,u
1999,NB,New Brunswick,Unspecified,Private land,0,u
1999,NB,New Brunswick,Hardwoods,Federal land,33000,e
1999,NB,New Brunswick,Softwoods,Federal land,44000,e
1999,NB,New Brunswick,Unspecified,Federal land,0,u
1999,NL,Newfoundland and Labrador,Softwoods,Provincial land,1131850,a
1999,NL,Newfoundland and Labrador,Softwoods,Private land,1503200,a
1999,NL,Newfoundland and Labrador,Hardwoods,Provincial land,0,u
1999,NL,Newfoundland and Labrador,Hardwoods,Private land,0,u
1999,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
1999,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
1999,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
1999,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
1999,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
1999,NL,Newfoundland and Labrador,Unspecified,Federal land,13856,E
1999,NS,Nova Scotia,Softwoods,Provincial land,900000,a
1999,NS,Nova Scotia,Softwoods,Private land,4300000,a
1999,NS,Nova Scotia,Hardwoods,Provincial land,350000,a
1999,NS,Nova Scotia,Hardwoods,Private land,1150000,a
1999,NS,Nova Scotia,Unspecified,Provincial land,0,u
1999,NS,Nova Scotia,Unspecified,Private land,0,u
1999,NS,Nova Scotia,Hardwoods,Federal land,0,u
1999,NS,Nova Scotia,Softwoods,Federal land,0,u
1999,NS,Nova Scotia,Unspecified,Federal land,0,u
1999,NS,Nova Scotia,Unspecified,Federal land,25000,E
1999,NT,Northwest Territories,Unspecified,Provincial land,0,u
1999,NT,Northwest Territories,Unspecified,Private land,0,u
1999,NT,Northwest Territories,Softwoods,Provincial land,0,n
1999,NT,Northwest Territories,Softwoods,Private land,0,n
1999,NT,Northwest Territories,Hardwoods,Provincial land,0,n
1999,NT,Northwest Territories,Hardwoods,Private land,0,n
1999,NT,Northwest Territories,Hardwoods,Federal land,0,u
1999,NT,Northwest Territories,Softwoods,Federal land,0,u
1999,NT,Northwest Territories,Unspecified,Federal land,0,u
1999,NT,Northwest Territories,Unspecified,Federal land,1500,E
1999,NU,Nunavut,Hardwoods,Federal land,0,u
1999,NU,Nunavut,Softwoods,Federal land,0,u
1999,NU,Nunavut,Unspecified,Federal land,0,u
1999,ON,Ontario,Unspecified,Private land,0,u
1999,ON,Ontario,Hardwoods,Federal land,0,u
1999,ON,Ontario,Softwoods,Federal land,0,u
1999,ON,Ontario,Unspecified,Federal land,0,u
1999,ON,Ontario,Unspecified,Federal land,1075000,E
1999,ON,Ontario,Hardwoods,Private land,916459,E
1999,ON,Ontario,Softwoods,Private land,2181715,E
1999,ON,Ontario,Softwoods,Provincial land,21010000,E
1999,ON,Ontario,Hardwoods,Provincial land,11619000,E
1999,PE,Prince Edward Island,Softwoods,Provincial land,30000,p
1999,PE,Prince Edward Island,Softwoods,Private land,270000,p
1999,PE,Prince Edward Island,Hardwoods,Provincial land,12900,p
1999,PE,Prince Edward Island,Hardwoods,Private land,177100,p
1999,PE,Prince Edward Island,Unspecified,Provincial land,0,u
1999,PE,Prince Edward Island,Unspecified,Private land,0,u
1999,PE,Prince Edward Island,Hardwoods,Federal land,0,U
1999,PE,Prince Edward Island,Softwoods,Federal land,0,U
1999,PE,Prince Edward Island,Unspecified,Federal land,0,u
1999,PE,Prince Edward Island,Unspecified,Federal land,1100,E
1999,QC,Quebec,Softwoods,Provincial land,32070000,a
1999,QC,Quebec,Softwoods,Private land,5404300,a
1999,QC,Quebec,Hardwoods,Provincial land,12598600,a
1999,QC,Quebec,Hardwoods,Private land,7900600,a
1999,QC,Quebec,Unspecified,Provincial land,0,u
1999,QC,Quebec,Unspecified,Private land,0,u
1999,QC,Quebec,Hardwoods,Federal land,0,u
1999,QC,Quebec,Softwoods,Federal land,0,u
1999,QC,Quebec,Unspecified,Federal land,0,u
1999,QC,Quebec,Unspecified,Federal land,175021,E
1999,SK,Saskatchewan,Softwoods,Provincial land,4269661,r
1999,SK,Saskatchewan,Softwoods,Private land,80000,e
1999,SK,Saskatchewan,Hardwoods,Provincial land,2773033,r
1999,SK,Saskatchewan,Hardwoods,Private land,200000,e
1999,SK,Saskatchewan,Unspecified,Provincial land,0,r
1999,SK,Saskatchewan,Unspecified,Private land,0,e
1999,SK,Saskatchewan,Hardwoods,Federal land,0,u
1999,SK,Saskatchewan,Softwoods,Federal land,0,u
1999,SK,Saskatchewan,Unspecified,Federal land,0,u
1999,SK,Saskatchewan,Unspecified,Federal land,461600,E
1999,YT,Yukon,Softwoods,Provincial land,282500,r
1999,YT,Yukon,Softwoods,Private land,0,u
1999,YT,Yukon,Hardwoods,Provincial land,0,a
1999,YT,Yukon,Hardwoods,Private land,0,u
1999,YT,Yukon,Unspecified,Provincial land,0,u
1999,YT,Yukon,Unspecified,Private land,0,u
1999,YT,Yukon,Hardwoods,Federal land,0,u
1999,YT,Yukon,Softwoods,Federal land,0,u
1999,YT,Yukon,Unspecified,Federal land,0,u
1999,YT,Yukon,Unspecified,Federal land,8700,E
2000,AB,Alberta,Hardwoods,Private land,1717864,E
2000,AB,Alberta,Softwoods,Private land,556371,E
2000,AB,Alberta,Softwoods,Provincial land,13646355,a
2000,AB,Alberta,Hardwoods,Provincial land,10428185,a
2000,AB,Alberta,Unspecified,Provincial land,0,u
2000,AB,Alberta,Hardwoods,Federal land,0,u
2000,AB,Alberta,Softwoods,Federal land,0,u
2000,AB,Alberta,Unspecified,Federal land,0,u
2000,AB,Alberta,Unspecified,Federal land,948000,E
2000,BC,British Columbia,Hardwoods,Private land,1011987,E
2000,BC,British Columbia,Softwoods,Private land,6994286,E
2000,BC,British Columbia,Softwoods,Private land regulated,989281,r
2000,BC,British Columbia,Hardwoods,Private land regulated,43400,r
2000,BC,British Columbia,Unspecified,Private land regulated,0,u
2000,BC,British Columbia,Softwoods,Provincial land,67558735,r
2000,BC,British Columbia,Hardwoods,Provincial land,2923800,r
2000,BC,British Columbia,Unspecified,Provincial land,0,u
2000,BC,British Columbia,Hardwoods,Federal land,0,e
2000,BC,British Columbia,Softwoods,Federal land,47300,e
2000,BC,British Columbia,Unspecified,Federal land,0,u
2000,GC,Canada,Hardwoods,Federal land,3000,e
2000,GC,Canada,Softwoods,Federal land,51300,e
2000,GC,Canada,Unspecified,Federal land,708221,e
2000,MB,Manitoba,Softwoods,Provincial land,5639060,a
2000,MB,Manitoba,Softwoods,Private land,56160,a
2000,MB,Manitoba,Hardwoods,Provincial land,3260580,a
2000,MB,Manitoba,Hardwoods,Private land,675490,a
2000,MB,Manitoba,Unspecified,Provincial land,0,u
2000,MB,Manitoba,Unspecified,Private land,0,u
2000,MB,Manitoba,Hardwoods,Federal land,0,u
2000,MB,Manitoba,Softwoods,Federal land,0,u
2000,MB,Manitoba,Unspecified,Federal land,0,u
2000,NB,New Brunswick,Softwoods,Provincial land,3447122,a
2000,NB,New Brunswick,Softwoods,Private land,3459976,a
2000,NB,New Brunswick,Hardwoods,Provincial land,1575662,a
2000,NB,New Brunswick,Hardwoods,Private land,2488064,a
2000,NB,New Brunswick,Unspecified,Provincial land,0,u
2000,NB,New Brunswick,Unspecified,Private land,0,u
2000,NB,New Brunswick,Hardwoods,Federal land,3000,a
2000,NB,New Brunswick,Softwoods,Federal land,4000,a
2000,NB,New Brunswick,Unspecified,Federal land,0,u
2000,NL,Newfoundland and Labrador,Softwoods,Provincial land,1131850,a
2000,NL,Newfoundland and Labrador,Softwoods,Private land,1503200,a
2000,NL,Newfoundland and Labrador,Hardwoods,Provincial land,0,u
2000,NL,Newfoundland and Labrador,Hardwoods,Private land,0,u
2000,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
2000,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
2000,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
2000,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
2000,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2000,NL,Newfoundland and Labrador,Unspecified,Federal land,13856,E
2000,NS,Nova Scotia,Softwoods,Provincial land,900000,a
2000,NS,Nova Scotia,Softwoods,Private land,4300000,a
2000,NS,Nova Scotia,Hardwoods,Provincial land,350000,a
2000,NS,Nova Scotia,Hardwoods,Private land,1150000,a
2000,NS,Nova Scotia,Unspecified,Provincial land,0,u
2000,NS,Nova Scotia,Unspecified,Private land,0,u
2000,NS,Nova Scotia,Hardwoods,Federal land,0,u
2000,NS,Nova Scotia,Softwoods,Federal land,0,u
2000,NS,Nova Scotia,Unspecified,Federal land,0,u
2000,NS,Nova Scotia,Unspecified,Federal land,25000,E
2000,NT,Northwest Territories,Hardwoods,Federal land,0,u
2000,NT,Northwest Territories,Softwoods,Federal land,0,u
2000,NT,Northwest Territories,Unspecified,Federal land,0,u
2000,NU,Nunavut,Hardwoods,Federal land,0,u
2000,NU,Nunavut,Softwoods,Federal land,0,u
2000,NU,Nunavut,Unspecified,Federal land,0,u
2000,ON,Ontario,Unspecified,Private land,0,u
2000,ON,Ontario,Hardwoods,Federal land,0,u
2000,ON,Ontario,Softwoods,Federal land,0,u
2000,ON,Ontario,Unspecified,Federal land,0,u
2000,ON,Ontario,Hardwoods,Private land,1054215,E
2000,ON,Ontario,Softwoods,Private land,2000904,E
2000,ON,Ontario,Softwoods,Provincial land,20464008,E
2000,ON,Ontario,Hardwoods,Provincial land,11439101,E
2000,PE,Prince Edward Island,Softwoods,Provincial land,30000,p
2000,PE,Prince Edward Island,Softwoods,Private land,270000,p
2000,PE,Prince Edward Island,Hardwoods,Provincial land,12900,p
2000,PE,Prince Edward Island,Hardwoods,Private land,177100,p
2000,PE,Prince Edward Island,Unspecified,Provincial land,0,u
2000,PE,Prince Edward Island,Unspecified,Private land,0,u
2000,PE,Prince Edward Island,Hardwoods,Federal land,0,U
2000,PE,Prince Edward Island,Softwoods,Federal land,0,U
2000,PE,Prince Edward Island,Unspecified,Federal land,0,u
2000,PE,Prince Edward Island,Unspecified,Federal land,1100,E
2000,QC,Quebec,Softwoods,Provincial land,30776959,a
2000,QC,Quebec,Softwoods,Private land,5768600,a
2000,QC,Quebec,Hardwoods,Provincial land,12012902,a
2000,QC,Quebec,Hardwoods,Private land,7090700,a
2000,QC,Quebec,Unspecified,Provincial land,0,u
2000,QC,Quebec,Unspecified,Private land,0,u
2000,QC,Quebec,Hardwoods,Federal land,0,u
2000,QC,Quebec,Softwoods,Federal land,0,u
2000,QC,Quebec,Unspecified,Federal land,0,u
2000,QC,Quebec,Unspecified,Federal land,174971,E
2000,SK,Saskatchewan,Softwoods,Provincial land,4337161,r
2000,SK,Saskatchewan,Softwoods,Private land,80000,e
2000,SK,Saskatchewan,Hardwoods,Provincial land,2912590,r
2000,SK,Saskatchewan,Hardwoods,Private land,200000,e
2000,SK,Saskatchewan,Unspecified,Provincial land,0,r
2000,SK,Saskatchewan,Unspecified,Private land,0,e
2000,SK,Saskatchewan,Hardwoods,Federal land,0,u
2000,SK,Saskatchewan,Softwoods,Federal land,0,u
2000,SK,Saskatchewan,Unspecified,Federal land,0,u
2000,YT,Yukon,Softwoods,Provincial land,324500,a
