Year,Jurisdiction,Industry,Product,Value
2009,Prince Edward Island,Logging,Total logging,2600000
2009,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2009,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2009,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2009,Prince Edward Island,Wood product manufacturing,Total wood product manufacturing,24416000
2009,Prince Edward Island,Wood product manufacturing,Sawmills and wood preservation,0
2009,Prince Edward Island,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2009,Prince Edward Island,Wood product manufacturing,Other wood product manufacturing,0
2009,Prince Edward Island,All industries,Total revenue,27016000
2009,Quebec,Logging,Total logging,1770005000
2009,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8521584000
2009,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2719471000
2009,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5802113000
2009,Quebec,Wood product manufacturing,Total wood product manufacturing,5690419000
2009,Quebec,Wood product manufacturing,Sawmills and wood preservation,2053100000
2009,Quebec,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1259217000
2009,Quebec,Wood product manufacturing,Other wood product manufacturing,2378102000
2009,Quebec,All industries,Total revenue,15982008000
2009,Saskatchewan,Logging,Total logging,79045000
2009,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2009,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,38283000
2009,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2009,Saskatchewan,Wood product manufacturing,Total wood product manufacturing,201898000
2009,Saskatchewan,Wood product manufacturing,Sawmills and wood preservation,0
2009,Saskatchewan,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2009,Saskatchewan,Wood product manufacturing,Other wood product manufacturing,79535000
2009,Saskatchewan,All industries,Total revenue,280943000
2009,Yukon,Logging,Total logging,0
2009,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2009,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2009,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2009,Yukon,Wood product manufacturing,Total wood product manufacturing,0
2009,Yukon,Wood product manufacturing,Sawmills and wood preservation,0
2009,Yukon,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2009,Yukon,Wood product manufacturing,Other wood product manufacturing,0
2009,Yukon,All industries,Total revenue,0
2010,Canada,Logging,Total logging,7658999000
2010,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,25212544000
2010,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,7767431000
2010,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,17445113000
2010,Canada,Wood product manufacturing,Total wood product manufacturing,20245368000
2010,Canada,Wood product manufacturing,Sawmills and wood preservation,9505733000
2010,Canada,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,4276305000
2010,Canada,Wood product manufacturing,Other wood product manufacturing,6463330000
2010,Canada,All industries,Total revenue,53116911000
2010,Alberta,Logging,Total logging,715012000
2010,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1804049000
2010,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Alberta,Wood product manufacturing,Total wood product manufacturing,2427660000
2010,Alberta,Wood product manufacturing,Sawmills and wood preservation,1083286000
2010,Alberta,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,602106000
2010,Alberta,Wood product manufacturing,Other wood product manufacturing,742268000
2010,Alberta,All industries,Total revenue,4946721000
2010,British Columbia,Logging,Total logging,3242271000
2010,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,4755492000
2010,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,280369000
2010,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4475123000
2010,British Columbia,Wood product manufacturing,Total wood product manufacturing,6622949000
2010,British Columbia,Wood product manufacturing,Sawmills and wood preservation,4388640000
2010,British Columbia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1099444000
2010,British Columbia,Wood product manufacturing,Other wood product manufacturing,1134865000
2010,British Columbia,All industries,Total revenue,14620712000
2010,Manitoba,Logging,Total logging,44791000
2010,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Manitoba,Wood product manufacturing,Total wood product manufacturing,364053000
2010,Manitoba,Wood product manufacturing,Sawmills and wood preservation,0
2010,Manitoba,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,90917000
2010,Manitoba,Wood product manufacturing,Other wood product manufacturing,0
2010,Manitoba,All industries,Total revenue,408844000
2010,New Brunswick,Logging,Total logging,486363000
2010,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,New Brunswick,Wood product manufacturing,Total wood product manufacturing,929615000
2010,New Brunswick,Wood product manufacturing,Sawmills and wood preservation,0
2010,New Brunswick,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2010,New Brunswick,Wood product manufacturing,Other wood product manufacturing,0
2010,New Brunswick,All industries,Total revenue,1415978000
2010,Newfoundland and Labrador,Logging,Total logging,53843000
2010,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Newfoundland and Labrador,Wood product manufacturing,Total wood product manufacturing,58140000
2010,Newfoundland and Labrador,Wood product manufacturing,Sawmills and wood preservation,25690000
2010,Newfoundland and Labrador,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,16220000
2010,Newfoundland and Labrador,Wood product manufacturing,Other wood product manufacturing,16230000
2010,Newfoundland and Labrador,All industries,Total revenue,111983000
2010,Northwest Territories,Logging,Total logging,0
2010,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Northwest Territories,Wood product manufacturing,Total wood product manufacturing,0
2010,Northwest Territories,Wood product manufacturing,Sawmills and wood preservation,0
2010,Northwest Territories,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2010,Northwest Territories,Wood product manufacturing,Other wood product manufacturing,0
2010,Northwest Territories,All industries,Total revenue,0
2010,Nova Scotia,Logging,Total logging,156444000
2010,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Nova Scotia,Wood product manufacturing,Total wood product manufacturing,603943000
2010,Nova Scotia,Wood product manufacturing,Sawmills and wood preservation,0
2010,Nova Scotia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,81291000
2010,Nova Scotia,Wood product manufacturing,Other wood product manufacturing,0
2010,Nova Scotia,All industries,Total revenue,760387000
2010,Nunavut,Logging,Total logging,0
2010,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Nunavut,Wood product manufacturing,Total wood product manufacturing,0
2010,Nunavut,Wood product manufacturing,Sawmills and wood preservation,0
2010,Nunavut,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2010,Nunavut,Wood product manufacturing,Other wood product manufacturing,0
2010,Nunavut,All industries,Total revenue,0
2010,Ontario,Logging,Total logging,1037558000
2010,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,6703306000
2010,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,3962080000
2010,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2741226000
2010,Ontario,Wood product manufacturing,Total wood product manufacturing,3043370000
2010,Ontario,Wood product manufacturing,Sawmills and wood preservation,811272000
2010,Ontario,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,760567000
2010,Ontario,Wood product manufacturing,Other wood product manufacturing,1471531000
2010,Ontario,All industries,Total revenue,10784234000
2010,Prince Edward Island,Logging,Total logging,0
2010,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Prince Edward Island,Wood product manufacturing,Total wood product manufacturing,16990000
2010,Prince Edward Island,Wood product manufacturing,Sawmills and wood preservation,0
2010,Prince Edward Island,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2010,Prince Edward Island,Wood product manufacturing,Other wood product manufacturing,0
2010,Prince Edward Island,All industries,Total revenue,16990000
2010,Quebec,Logging,Total logging,1871220000
2010,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8508231000
2010,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2697590000
2010,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5810641000
2010,Quebec,Wood product manufacturing,Total wood product manufacturing,5965586000
2010,Quebec,Wood product manufacturing,Sawmills and wood preservation,2127010000
2010,Quebec,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1356527000
2010,Quebec,Wood product manufacturing,Other wood product manufacturing,2482049000
2010,Quebec,All industries,Total revenue,16345037000
2010,Saskatchewan,Logging,Total logging,46731000
2010,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Saskatchewan,Wood product manufacturing,Total wood product manufacturing,213062000
2010,Saskatchewan,Wood product manufacturing,Sawmills and wood preservation,0
2010,Saskatchewan,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,125742000
2010,Saskatchewan,Wood product manufacturing,Other wood product manufacturing,0
2010,Saskatchewan,All industries,Total revenue,259793000
2010,Yukon,Logging,Total logging,0
2010,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2010,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2010,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2010,Yukon,Wood product manufacturing,Total wood product manufacturing,0
2010,Yukon,Wood product manufacturing,Sawmills and wood preservation,0
2010,Yukon,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2010,Yukon,Wood product manufacturing,Other wood product manufacturing,0
2010,Yukon,All industries,Total revenue,0
2011,Canada,Logging,Total logging,8507998000
2011,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,24547505000
2011,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,7942809000
2011,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,16604696000
2011,Canada,Wood product manufacturing,Total wood product manufacturing,19902484000
2011,Canada,Wood product manufacturing,Sawmills and wood preservation,9196377000
2011,Canada,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,3942345000
2011,Canada,Wood product manufacturing,Other wood product manufacturing,6763762000
2011,Canada,All industries,Total revenue,52957987000
2011,Alberta,Logging,Total logging,771409000
2011,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,1482726000
2011,Alberta,Wood product manufacturing,Total wood product manufacturing,2456964000
2011,Alberta,Wood product manufacturing,Sawmills and wood preservation,1046974000
2011,Alberta,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,534291000
2011,Alberta,Wood product manufacturing,Other wood product manufacturing,875699000
2011,Alberta,All industries,Total revenue,3228373000
2011,British Columbia,Logging,Total logging,3888697000
2011,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,4898363000
2011,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,307915000
2011,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4590448000
2011,British Columbia,Wood product manufacturing,Total wood product manufacturing,6941152000
2011,British Columbia,Wood product manufacturing,Sawmills and wood preservation,4550918000
2011,British Columbia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1039916000
2011,British Columbia,Wood product manufacturing,Other wood product manufacturing,1350318000
2011,British Columbia,All industries,Total revenue,15728212000
2011,Manitoba,Logging,Total logging,43754000
2011,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,344932000
2011,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Manitoba,Wood product manufacturing,Total wood product manufacturing,359810000
2011,Manitoba,Wood product manufacturing,Sawmills and wood preservation,0
2011,Manitoba,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,73652000
2011,Manitoba,Wood product manufacturing,Other wood product manufacturing,0
2011,Manitoba,All industries,Total revenue,748496000
2011,New Brunswick,Logging,Total logging,470388000
2011,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,New Brunswick,Wood product manufacturing,Total wood product manufacturing,878176000
2011,New Brunswick,Wood product manufacturing,Sawmills and wood preservation,0
2011,New Brunswick,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,New Brunswick,Wood product manufacturing,Other wood product manufacturing,269161000
2011,New Brunswick,All industries,Total revenue,1348564000
2011,Newfoundland and Labrador,Logging,Total logging,55605000
2011,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Newfoundland and Labrador,Wood product manufacturing,Total wood product manufacturing,56980000
2011,Newfoundland and Labrador,Wood product manufacturing,Sawmills and wood preservation,27556000
2011,Newfoundland and Labrador,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,14678000
2011,Newfoundland and Labrador,Wood product manufacturing,Other wood product manufacturing,14746000
2011,Newfoundland and Labrador,All industries,Total revenue,112585000
2011,Northwest Territories,Logging,Total logging,0
2011,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Northwest Territories,Wood product manufacturing,Total wood product manufacturing,0
2011,Northwest Territories,Wood product manufacturing,Sawmills and wood preservation,0
2011,Northwest Territories,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,Northwest Territories,Wood product manufacturing,Other wood product manufacturing,0
2011,Northwest Territories,All industries,Total revenue,0
2011,Nova Scotia,Logging,Total logging,153680000
2011,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Nova Scotia,Wood product manufacturing,Total wood product manufacturing,373914000
2011,Nova Scotia,Wood product manufacturing,Sawmills and wood preservation,0
2011,Nova Scotia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,Nova Scotia,Wood product manufacturing,Other wood product manufacturing,83353000
2011,Nova Scotia,All industries,Total revenue,527594000
2011,Nunavut,Logging,Total logging,0
2011,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Nunavut,Wood product manufacturing,Total wood product manufacturing,0
2011,Nunavut,Wood product manufacturing,Sawmills and wood preservation,0
2011,Nunavut,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,Nunavut,Wood product manufacturing,Other wood product manufacturing,0
2011,Nunavut,All industries,Total revenue,0
2011,Ontario,Logging,Total logging,1021386000
2011,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,6846335000
2011,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,4304950000
2011,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2541385000
2011,Ontario,Wood product manufacturing,Total wood product manufacturing,2867326000
2011,Ontario,Wood product manufacturing,Sawmills and wood preservation,723630000
2011,Ontario,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,720420000
2011,Ontario,Wood product manufacturing,Other wood product manufacturing,1423276000
2011,Ontario,All industries,Total revenue,10735047000
2011,Prince Edward Island,Logging,Total logging,0
2011,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Prince Edward Island,Wood product manufacturing,Total wood product manufacturing,16851000
2011,Prince Edward Island,Wood product manufacturing,Sawmills and wood preservation,0
2011,Prince Edward Island,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,Prince Edward Island,Wood product manufacturing,Other wood product manufacturing,0
2011,Prince Edward Island,All industries,Total revenue,16851000
2011,Quebec,Logging,Total logging,2029249000
2011,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8038345000
2011,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2554926000
2011,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5483419000
2011,Quebec,Wood product manufacturing,Total wood product manufacturing,5723217000
2011,Quebec,Wood product manufacturing,Sawmills and wood preservation,2020327000
2011,Quebec,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1224766000
2011,Quebec,Wood product manufacturing,Other wood product manufacturing,2478124000
2011,Quebec,All industries,Total revenue,15790811000
2011,Saskatchewan,Logging,Total logging,68258000
2011,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Saskatchewan,Wood product manufacturing,Total wood product manufacturing,228094000
2011,Saskatchewan,Wood product manufacturing,Sawmills and wood preservation,0
2011,Saskatchewan,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,137086000
2011,Saskatchewan,Wood product manufacturing,Other wood product manufacturing,0
2011,Saskatchewan,All industries,Total revenue,296352000
2011,Yukon,Logging,Total logging,0
2011,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2011,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2011,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2011,Yukon,Wood product manufacturing,Total wood product manufacturing,0
2011,Yukon,Wood product manufacturing,Sawmills and wood preservation,0
2011,Yukon,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2011,Yukon,Wood product manufacturing,Other wood product manufacturing,0
2011,Yukon,All industries,Total revenue,0
2012,Canada,Logging,Total logging,8565752000
2012,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,23245171000
2012,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,7883666000
2012,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,15361505000
2012,Canada,Wood product manufacturing,Total wood product manufacturing,21328395000
2012,Canada,Wood product manufacturing,Sawmills and wood preservation,19994364000
2012,Canada,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,9175566000
2012,Canada,Wood product manufacturing,Other wood product manufacturing,6743430000
2012,Canada,All industries,Total revenue,53139318000
2012,Alberta,Logging,Total logging,850368000
2012,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,1716303000
2012,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,Alberta,Wood product manufacturing,Total wood product manufacturing,2873624000
2012,Alberta,Wood product manufacturing,Sawmills and wood preservation,2436648000
2012,Alberta,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1461518000
2012,Alberta,Wood product manufacturing,Other wood product manufacturing,924540000
2012,Alberta,All industries,Total revenue,5440295000
2012,British Columbia,Logging,Total logging,4022676000
2012,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,4409562000
2012,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,310294000
2012,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4099269000
2012,British Columbia,Wood product manufacturing,Total wood product manufacturing,7575453000
2012,British Columbia,Wood product manufacturing,Sawmills and wood preservation,10030392000
2012,British Columbia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,2384716000
2012,British Columbia,Wood product manufacturing,Other wood product manufacturing,1367899000
2012,British Columbia,All industries,Total revenue,16007691000
2012,Manitoba,Logging,Total logging,42355000
2012,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,Manitoba,Wood product manufacturing,Total wood product manufacturing,413499000
2012,Manitoba,Wood product manufacturing,Sawmills and wood preservation,0
2012,Manitoba,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,209212000
2012,Manitoba,Wood product manufacturing,Other wood product manufacturing,0
2012,Manitoba,All industries,Total revenue,0
2012,New Brunswick,Logging,Total logging,485510000
2012,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,New Brunswick,Wood product manufacturing,Total wood product manufacturing,891917000
2012,New Brunswick,Wood product manufacturing,Sawmills and wood preservation,0
2012,New Brunswick,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2012,New Brunswick,Wood product manufacturing,Other wood product manufacturing,247838000
2012,New Brunswick,All industries,Total revenue,0
2012,Newfoundland and Labrador,Logging,Total logging,50863000
2012,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,Newfoundland and Labrador,Wood product manufacturing,Total wood product manufacturing,56532000
2012,Newfoundland and Labrador,Wood product manufacturing,Sawmills and wood preservation,49626000
2012,Newfoundland and Labrador,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,33190000
2012,Newfoundland and Labrador,Wood product manufacturing,Other wood product manufacturing,15124000
2012,Newfoundland and Labrador,All industries,Total revenue,0
2012,Northwest Territories,Logging,Total logging,0
2012,Northwest Territories,Wood product manufacturing,Total wood product manufacturing,0
2012,Northwest Territories,Wood product manufacturing,Sawmills and wood preservation,0
2012,Northwest Territories,All industries,Total revenue,0
2012,Nova Scotia,Logging,Total logging,129609000
2012,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,Nova Scotia,Wood product manufacturing,Total wood product manufacturing,368341000
2012,Nova Scotia,Wood product manufacturing,Sawmills and wood preservation,0
2012,Nova Scotia,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,141016000
2012,Nova Scotia,Wood product manufacturing,Other wood product manufacturing,0
2012,Nova Scotia,All industries,Total revenue,0
2012,Ontario,Logging,Total logging,944999000
2012,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,6560327000
2012,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,4256421000
2012,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2303906000
2012,Ontario,Wood product manufacturing,Total wood product manufacturing,3040684000
2012,Ontario,Wood product manufacturing,Sawmills and wood preservation,1568328000
2012,Ontario,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,1659046000
2012,Ontario,Wood product manufacturing,Other wood product manufacturing,1426997000
2012,Ontario,All industries,Total revenue,10546010000
2012,Prince Edward Island,Logging,Total logging,0
2012,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Prince Edward Island,Wood product manufacturing,Total wood product manufacturing,15609000
2012,Prince Edward Island,Wood product manufacturing,Sawmills and wood preservation,0
2012,Prince Edward Island,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,0
2012,Prince Edward Island,Wood product manufacturing,Other wood product manufacturing,0
2012,Prince Edward Island,All industries,Total revenue,0
2012,Quebec,Logging,Total logging,1945115000
2012,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,7772004000
2012,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,2540298000
2012,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5231707000
2012,Quebec,Wood product manufacturing,Total wood product manufacturing,5744873000
2012,Quebec,Wood product manufacturing,Sawmills and wood preservation,4162588000
2012,Quebec,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,2546294000
2012,Quebec,Wood product manufacturing,Other wood product manufacturing,2390432000
2012,Quebec,All industries,Total revenue,15461992000
2012,Saskatchewan,Logging,Total logging,89660000
2012,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2012,Saskatchewan,Wood product manufacturing,Total wood product manufacturing,345291000
2012,Saskatchewan,Wood product manufacturing,Sawmills and wood preservation,0
2012,Saskatchewan,Wood product manufacturing,Veneer plywood and engineered wood product manufacturing,474596000
2012,Saskatchewan,Wood product manufacturing,Other wood product manufacturing,0
2012,Saskatchewan,All industries,Total revenue,0
2012,Yukon,Logging,Total logging,0
2012,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2012,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2012,Yukon,Wood product manufacturing,Total wood product manufacturing,0
2012,Yukon,Wood product manufacturing,Sawmills and wood preservation,0
2012,Yukon,Wood product manufacturing,Other wood product manufacturing,0
2012,Yukon,All industries,Total revenue,0
2013,Canada,Logging,Total logging,8928442000
2013,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,23165414000
2013,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,8686178000
2013,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,14479236000
2013,Canada,Wood product manufacturing,Total wood product manufacturing,25207657000
