Year,Annee,ISO,Jurisdiction,Juridiction,Cause,Origine,Area,Superficie,Number,Nombre
1998,1998,YT,Yukon,Yukon,Lightning,Foudre,279911.67,279911.67,87,87
1998,1998,YT,Yukon,Yukon,Unspecified,Indeterminee,59,59,1,1
1999,1999,AB,Alberta,Alberta,Human activity,Activites humaines,6198.16,6198.16,448,448
1999,1999,AB,Alberta,Alberta,Lightning,Foudre,183739.9,183739.9,901,901
1999,1999,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,0,0,1,1
1999,1999,AB,Alberta,Alberta,Unspecified,Indeterminee,57.21,57.21,21,21
1999,1999,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4834,4834,597,597
1999,1999,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6721.41,6721.41,601,601
1999,1999,MB,Manitoba,Manitoba,Human activity,Activites humaines,53387.8,53387.8,329,329
1999,1999,MB,Manitoba,Manitoba,Lightning,Foudre,57065.7,57065.7,284,284
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,831,831,378,378
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,545.7,545.7,161,161
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,76.1,76.1,68,68
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,11262.4,11262.4,165,165
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,27777.8,27777.8,23,23
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,1788.39,1788.39,398,398
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,16.36,16.36,27,27
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,18.69,18.69,39,39
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,31.65,31.65,32,32
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,549844.38,549844.38,135,135
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burn,Brulage dirige,11158,11158,2,2
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,0.61,0.61,3,3
1999,1999,ON,Ontario,Ontario,Human activity,Activites humaines,251129.6,251129.6,633,633
1999,1999,ON,Ontario,Ontario,Lightning,Foudre,76924.8,76924.8,376,376
1999,1999,ON,Ontario,Ontario,Unspecified,Indeterminee,272.4000002,272.4000002,16,16
1999,1999,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,73,73,26,26
1999,1999,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,,1,1
1999,1999,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,4,4,7,7
1999,1999,QC,Quebec,Quebec,Human activity,Activites humaines,3927.8,3927.8,778,778
1999,1999,QC,Quebec,Quebec,Lightning,Foudre,93819.4,93819.4,259,259
1999,1999,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,9135.45,9135.45,245,245
1999,1999,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,171684.79,171684.79,495,495
1999,1999,YT,Yukon,Yukon,Human activity,Activites humaines,3280.24,3280.24,40,40
1999,1999,YT,Yukon,Yukon,Lightning,Foudre,191536.24,191536.24,119,119
2000,2000,AB,Alberta,Alberta,Human activity,Activites humaines,8657.97,8657.97,366,366
2000,2000,AB,Alberta,Alberta,Lightning,Foudre,16574.85,16574.85,481,481
2000,2000,AB,Alberta,Alberta,Unspecified,Indeterminee,18.76,18.76,17,17
2000,2000,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,11399.254,11399.254,687,687
2000,2000,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,6409.458,6409.458,864,864
2000,2000,MB,Manitoba,Manitoba,Human activity,Activites humaines,1616,1616,4,4
2000,2000,MB,Manitoba,Manitoba,Unspecified,Indeterminee,111699.272,111699.272,353,353
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,371.98,371.98,265,265
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,70.8,70.8,20,20
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,50.3,50.3,57,57
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,232,232,124,124
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,103304.167,103304.167,25,25
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,300.87,300.87,163,163
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,1.99,1.99,8,8
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,185.31,185.31,41,41
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,20.83,20.83,19,19
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,177796.14,177796.14,252,252
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burn,Brulage dirige,17.8,17.8,1,1
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,1.02,1.02,3,3
2000,2000,ON,Ontario,Ontario,Human activity,Activites humaines,1420.500003,1420.500003,443,443
2000,2000,ON,Ontario,Ontario,Lightning,Foudre,5293.2,5293.2,199,199
2000,2000,ON,Ontario,Ontario,Unspecified,Indeterminee,64.70000003,64.70000003,11,11
2000,2000,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,,,,
2000,2000,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,,,
2000,2000,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,,,,
2000,2000,QC,Quebec,Quebec,Human activity,Activites humaines,672.52,672.52,412,412
2000,2000,QC,Quebec,Quebec,Lightning,Foudre,38535.9,38535.9,105,105
2000,2000,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,10795.03,10795.03,240,240
2000,2000,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,130628.08,130628.08,182,182
2000,2000,YT,Yukon,Yukon,Human activity,Activites humaines,10.33,10.33,31,31
2000,2000,YT,Yukon,Yukon,Lightning,Foudre,7642.53,7642.53,23,23
2000,2000,YT,Yukon,Yukon,Unspecified,Indeterminee,363,363,1,1
2001,2001,AB,Alberta,Alberta,Human activity,Activites humaines,139800.316,139800.316,485,485
2001,2001,AB,Alberta,Alberta,Lightning,Foudre,27108.301,27108.301,516,516
2001,2001,AB,Alberta,Alberta,Unspecified,Indeterminee,78.492,78.492,23,23
2001,2001,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,5191.519,5191.519,831,831
2001,2001,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,8981.69,8981.69,489,489
2001,2001,MB,Manitoba,Manitoba,Human activity,Activites humaines,499.3,499.3,6,6
2001,2001,MB,Manitoba,Manitoba,Unspecified,Indeterminee,80521.829,80521.829,527,527
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,486.503,486.503,343,343
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,25.3,25.3,56,56
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,264.1,264.1,97,97
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,324.7,324.7,166,166
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,640.988,640.988,16,16
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,471.303,471.303,425,425
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,8.15,8.15,16,16
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,50.06,50.06,48,48
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,5.23,5.23,21,21
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,116756.49,116756.49,107,107
2001,2001,ON,Ontario,Ontario,Human activity,Activites humaines,1520.1,1520.1,545,545
2001,2001,ON,Ontario,Ontario,Lightning,Foudre,9256.000001,9256.000001,1037,1037
2001,2001,ON,Ontario,Ontario,Unspecified,Indeterminee,89.70000001,89.70000001,14,14
2001,2001,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,13,13,32,32
2001,2001,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2001,2001,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,16,16,14,14
2001,2001,QC,Quebec,Quebec,Human activity,Activites humaines,5901.3,5901.3,740,740
2001,2001,QC,Quebec,Quebec,Lightning,Foudre,27190.9,27190.9,265,265
2001,2001,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,39408.76,39408.76,547,547
2001,2001,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,165724.96,165724.96,328,328
2001,2001,YT,Yukon,Yukon,Human activity,Activites humaines,6.82,6.82,18,18
2001,2001,YT,Yukon,Yukon,Lightning,Foudre,17327.66,17327.66,50,50
2002,2002,AB,Alberta,Alberta,Human activity,Activites humaines,248041,248041,589,589
2002,2002,AB,Alberta,Alberta,Lightning,Foudre,252498.03,252498.03,886,886
2002,2002,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,7,7,1,1
2002,2002,AB,Alberta,Alberta,Unspecified,Indeterminee,8.39,8.39,17,17
2002,2002,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4366.663,4366.663,909,909
2002,2002,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4219.497,4219.497,884,884
2002,2002,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.4,0.4,2,2
2002,2002,MB,Manitoba,Manitoba,Human activity,Activites humaines,1535,1535,5,5
2002,2002,MB,Manitoba,Manitoba,Unspecified,Indeterminee,95404.79,95404.79,755,755
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,255.5,255.5,211,211
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,33,33,55,55
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,37,37,51,51
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,385.1,385.1,86,86
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,14524.546,14524.546,14,14
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,191.35,191.35,224,224
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,9.72,9.72,16,16
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,11.49,11.49,30,30
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,18.04,18.04,12,12
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,27067.63,27067.63,70,70
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,3.5,3.5,3,3
2002,2002,ON,Ontario,Ontario,Human activity,Activites humaines,2351.700001,2351.700001,439,439
2002,2002,ON,Ontario,Ontario,Lightning,Foudre,178041.9,178041.9,703,703
2002,2002,ON,Ontario,Ontario,Unspecified,Indeterminee,1851.1,1851.1,21,21
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,132,132,26,26
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,0,3,3
2002,2002,QC,Quebec,Quebec,Human activity,Activites humaines,5943.31,5943.31,572,572
2002,2002,QC,Quebec,Quebec,Lightning,Foudre,1007806.61,1007806.61,327,327
2002,2002,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,101681.75,101681.75,447,447
2002,2002,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,780974.57,780974.57,450,450
2002,2002,YT,Yukon,Yukon,Human activity,Activites humaines,22.76,22.76,39,39
2002,2002,YT,Yukon,Yukon,Lightning,Foudre,36181.45,36181.45,31,31
2003,2003,AB,Alberta,Alberta,Human activity,Activites humaines,39243.05,39243.05,672,672
2003,2003,AB,Alberta,Alberta,Lightning,Foudre,145144.36,145144.36,563,563
2003,2003,AB,Alberta,Alberta,Unspecified,Indeterminee,19958.31,19958.31,22,22
2003,2003,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,81752.383,81752.383,945,945
2003,2003,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,201650.429,201650.429,1545,1545
2003,2003,MB,Manitoba,Manitoba,Human activity,Activites humaines,3203,3203,2,2
2003,2003,MB,Manitoba,Manitoba,Unspecified,Indeterminee,938176.427,938176.427,1207,1207
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,214.9,214.9,182,182
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.3,4.3,22,22
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,20.2,20.2,26,26
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,683,683,125,125
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,27028.13,27028.13,15,15
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,1235.99,1235.99,254,254
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.13,0.13,4,4
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,20.64,20.64,14,14
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,9.3,9.3,12,12
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,127812.1,127812.1,148,148
2003,2003,ON,Ontario,Ontario,Human activity,Activites humaines,8397.600002,8397.600002,477,477
2003,2003,ON,Ontario,Ontario,Lightning,Foudre,309984.9,309984.9,519,519
2003,2003,ON,Ontario,Ontario,Unspecified,Indeterminee,734.0999998,734.0999998,47,47
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,11,11,13,13
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,1,1,1,1
2003,2003,QC,Quebec,Quebec,Human activity,Activites humaines,9783.101,9783.101,526,526
2003,2003,QC,Quebec,Quebec,Lightning,Foudre,78462.3,78462.3,194,194
2003,2003,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,12883.93,12883.93,299,299
2003,2003,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,113205.32,113205.32,359,359
2003,2003,YT,Yukon,Yukon,Human activity,Activites humaines,2940.47,2940.47,48,48
2003,2003,YT,Yukon,Yukon,Lightning,Foudre,45844.86,45844.86,29,29
2004,2004,AB,Alberta,Alberta,Human activity,Activites humaines,6648.99,6648.99,877,877
2004,2004,AB,Alberta,Alberta,Lightning,Foudre,425626.13,425626.13,788,788
2004,2004,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,0.2,0.2,1,1
2004,2004,AB,Alberta,Alberta,Reburn,Rebrulage,41.01,41.01,6,6
2004,2004,AB,Alberta,Alberta,Unspecified,Indeterminee,9.26,9.26,11,11
2004,2004,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,2175.457,2175.457,696,696
2004,2004,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,218120.91,218120.91,1721,1721
2004,2004,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.1,0.1,1,1
2004,2004,MB,Manitoba,Manitoba,Human activity,Activites humaines,1062,1062,16,16
2004,2004,MB,Manitoba,Manitoba,Lightning,Foudre,18074.1,18074.1,32,32
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indeterminee,8384.3,8384.3,9,9
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,388.8,388.8,212,212
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4.6,4.6,8,8
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,68.4,68.4,36,36
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,1224.532,1224.532,123,123
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,931.586,931.586,2,2
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,287.52,287.52,250,250
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.45,0.45,4,4
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,1.87,1.87,5,5
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,7637.95,7637.95,35,35
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,501430.38,501430.38,254,254
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,8287.7,8287.7,10,10
2004,2004,ON,Ontario,Ontario,Human activity,Activites humaines,1587.799999,1587.799999,309,309
2004,2004,ON,Ontario,Ontario,Lightning,Foudre,120.2000004,120.2000004,113,113
2004,2004,ON,Ontario,Ontario,Unspecified,Indeterminee,9.599999983,9.599999983,13,13
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,13,13,18,18
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2004,2004,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,2,2,2,2
2004,2004,QC,Quebec,Quebec,Human activity,Activites humaines,815.6006,815.6006,280,280
2004,2004,QC,Quebec,Quebec,Lightning,Foudre,2242.1,2242.1,42,42
2004,2004,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,7407.16,7407.16,166,166
2004,2004,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,250726.45,250726.45,165,165
2004,2004,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,5,5,1,1
2004,2004,YT,Yukon,Yukon,Human activity,Activites humaines,11631.47,11631.47,33,33
2004,2004,YT,Yukon,Yukon,Lightning,Foudre,1708032.62,1708032.62,249,249
2005,2005,AB,Alberta,Alberta,Human activity,Activites humaines,12715.051,12715.051,914,914
2005,2005,AB,Alberta,Alberta,Lightning,Foudre,79604.38,79604.38,471,471
2005,2005,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,3.91,3.91,2,2
2005,2005,AB,Alberta,Alberta,Reburn,Rebrulage,0.12,0.12,3,3
2005,2005,AB,Alberta,Alberta,Unspecified,Indeterminee,45.49,45.49,35,35
2005,2005,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,9735.405,9735.405,616,616
2005,2005,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,27097.571,27097.571,390,390
2005,2005,MB,Manitoba,Manitoba,Human activity,Activites humaines,6189.3,6189.3,111,111
2005,2005,MB,Manitoba,Manitoba,Lightning,Foudre,69102.4,69102.4,143,143
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,459.4,459.4,258,258
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,9.9,9.9,25,25
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,33,33,26,26
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,187.2,187.2,115,115
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,18061.319,18061.319,6,6
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,472,472,261,261
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,0,4,4
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,23,23,24,24
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,9.11,9.11,16,16
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,216865.2,216865.2,239,239
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,1258.31,1258.31,6,6
2005,2005,ON,Ontario,Ontario,Human activity,Activites humaines,3167.900005,3167.900005,593,593
2005,2005,ON,Ontario,Ontario,Lightning,Foudre,39138.95,39138.95,1358,1358
2005,2005,ON,Ontario,Ontario,Unspecified,Indeterminee,44.00000005,44.00000005,27,27
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,44,44,11,11
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2005,2005,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,6,6,2,2
2005,2005,QC,Quebec,Quebec,Human activity,Activites humaines,33369.6,33369.6,550,550
2005,2005,QC,Quebec,Quebec,Lightning,Foudre,766770.7,766770.7,825,825
2005,2005,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,9333.44,9333.44,137,137
2005,2005,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,205584.27,205584.27,199,199
2005,2005,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.7,0.7,2,2
2005,2005,YT,Yukon,Yukon,Human activity,Activites humaines,1.51,1.51,26,26
2005,2005,YT,Yukon,Yukon,Lightning,Foudre,187436.83,187436.83,57,57
2006,2006,AB,Alberta,Alberta,Human activity,Activites humaines,23935.1,23935.1,1223,1223
2006,2006,AB,Alberta,Alberta,Lightning,Foudre,106317.42,106317.42,797,797
2006,2006,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,1.79,1.79,7,7
2006,2006,AB,Alberta,Alberta,Reburn,Rebrulage,33.26,33.26,22,22
2006,2006,AB,Alberta,Alberta,Unspecified,Indeterminee,6024.26,6024.26,58,58
2006,2006,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,9714.723,9714.723,1037,1037
2006,2006,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,129709.729,129709.729,1550,1550
2006,2006,MB,Manitoba,Manitoba,Human activity,Activites humaines,8113.4,8113.4,262,262
2006,2006,MB,Manitoba,Manitoba,Lightning,Foudre,159437,159437,422,422
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,574.4,574.4,249,249
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,8.7,8.7,27,27
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,41.5,41.5,34,34
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,153.7,153.7,61,61
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,3311.868,3311.868,5,5
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,1562.01,1562.01,203,203
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,484,484,13,13
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,68.68,68.68,23,23
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,61312.35,61312.35,140,140
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,16,16,4,4
2006,2006,ON,Ontario,Ontario,Human activity,Activites humaines,2113.199998,2113.199998,500,500
2006,2006,ON,Ontario,Ontario,Lightning,Foudre,145302.6,145302.6,1761,1761
2006,2006,ON,Ontario,Ontario,Unspecified,Indeterminee,2572.5,2572.5,31,31
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,48,48,35,35
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2006,2006,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,3,3,1,1
2006,2006,QC,Quebec,Quebec,Human activity,Activites humaines,65212.1,65212.1,385,385
2006,2006,QC,Quebec,Quebec,Lightning,Foudre,71140.5,71140.5,299,299
2006,2006,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,182545.97,182545.97,173,173
2006,2006,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1025561.09,1025561.09,349,349
2006,2006,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,327.5,327.5,3,3
2006,2006,YT,Yukon,Yukon,Human activity,Activites humaines,4.04,4.04,26,26
2006,2006,YT,Yukon,Yukon,Lightning,Foudre,95029.3,95029.3,54,54
2007,2007,AB,Alberta,Alberta,Human activity,Activites humaines,1765.58,1765.58,821,821
2007,2007,AB,Alberta,Alberta,Lightning,Foudre,324225.28,324225.28,530,530
2007,2007,AB,Alberta,Alberta,Reburn,Rebrulage,1.2,1.2,8,8
2007,2007,AB,Alberta,Alberta,Unspecified,Indeterminee,2.25,2.25,19,19
2007,2007,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,12743.078,12743.078,718,718
2007,2007,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,17243.276,17243.276,922,922
2007,2007,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.5,0.5,1,1
2007,2007,MB,Manitoba,Manitoba,Human activity,Activites humaines,5512.9,5512.9,221,221
2007,2007,MB,Manitoba,Manitoba,Lightning,Foudre,331367.9,331367.9,162,162
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,384.4,384.4,254,254
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,25.2,25.2,30,30
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,183.4,183.4,34,34
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,324.146,324.146,59,59
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,11026.484,11026.484,6,6
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,0.293,0.293,1,1
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,510,510,324,324
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,0,2,2
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,181,181,61,61
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,22183.3,22183.3,37,37
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,422923.87,422923.87,141,141
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,22.21,22.21,6,6
2007,2007,ON,Ontario,Ontario,Human activity,Activites humaines,33191.4,33191.4,565,565
2007,2007,ON,Ontario,Ontario,Lightning,Foudre,6747.100001,6747.100001,533,533
2007,2007,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,25,25,1,1
2007,2007,ON,Ontario,Ontario,Unspecified,Indeterminee,713.9,713.9,30,30
