Year,Annee,Jurisdiction,Juridiction,ISO,Forest-certification-by-type,Certification-forestiere-par-type,Area,Superficie
2018,2018,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4234837,4234837
2018,2018,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1272577,1272577
2018,2018,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,598557,598557
2018,2018,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1196955,1196955
2018,2018,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2018,2018,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2018,2018,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2018,2018,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,27608513,27608513
2018,2018,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,19459631,19459631
2018,2018,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15551243,15551243
2018,2018,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2018,2018,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,42231286,42231286
2018,2018,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,21458990,21458990
2018,2018,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,28370398,28370398
2018,2018,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5996459,5996459
2018,2018,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2018,2018,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4095298,4095298
2018,2018,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2018,2018,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1417834,1417834
2018,2018,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1417834,1417834
2018,2018,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2018,2018,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1399901,1399901
2018,2018,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2018,2018,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2018,2018,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2018,2018,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2018,2018,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2018,2018,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2019,2019,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,21149524,21149524
2019,2019,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5989437,5989437
2019,2019,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15160087,15160087
2019,2019,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,168002236,168002236
2019,2019,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,49961807,49961807
2019,2019,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,124163964,124163964
2019,2019,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,12948094,12948094
2019,2019,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,51811125,51811125
2019,2019,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1488023,1488023
2019,2019,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,49751696,49751696
2019,2019,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,1611122,1611122
2019,2019,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,0,0
2019,2019,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2019,2019,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11091305,11091305
2019,2019,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2313581,2313581
2019,2019,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2019,2019,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4235954,4235954
2019,2019,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4235954,4235954
2019,2019,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1284871,1284871
2019,2019,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,610850,610850
2019,2019,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1197020,1197020
2019,2019,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2019,2019,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2019,2019,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,27539123,27539123
2019,2019,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,19171841,19171841
2019,2019,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15700127,15700127
2019,2019,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2019,2019,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,43493594,43493594
2019,2019,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,20869692,20869692
2019,2019,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,30287258,30287258
2019,2019,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5996839,5996839
2019,2019,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2019,2019,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4118340,4118340
2019,2019,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1878499,1878499
2019,2019,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1399901,1399901
2019,2019,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1399901,1399901
2019,2019,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2019,2019,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2019,2019,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2019,2019,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2019,2019,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2019,2019,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2020,2020,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,13349358,13349358
2020,2020,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,48425579,48425579
2020,2020,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,121950670,121950670
2020,2020,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,164290088,164290088
2020,2020,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,2012386,2012386
2020,2020,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1486115,1486115
2020,2020,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,44086864,44086864
2020,2020,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,46517615,46517615
2020,2020,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,19346816,19346816
2020,2020,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,32702109,32702109
2020,2020,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,44276589,44276589
2020,2020,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2020,2020,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,19163159,19163159
2020,2020,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15997822,15997822
2020,2020,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,27601260,27601260
2020,2020,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5986675,5986675
2020,2020,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15442637,15442637
2020,2020,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,21429312,21429312
2020,2020,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2020,2020,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2150210,2150210
2020,2020,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,10927934,10927934
2020,2020,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1878499,1878499
2020,2020,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2020,2020,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4787771,4787771
2020,2020,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,6666270,6666270
2020,2020,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4233777,4233777
2020,2020,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4233777,4233777
2020,2020,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1358643,1358643
2020,2020,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1358643,1358643
2020,2020,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,610850,610850
2020,2020,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1190837,1190837
2020,2020,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1278688,1278688
2020,2020,Prince Edward Island,Ile-du-Prince-edouard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Prince Edward Island,Ile-du-Prince-edouard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2020,2020,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest area certified,Superficie des forets certifiees,0,0
2020,2020,Yukon,Yukon,YT,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Yukon,Yukon,YT,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Yukon,Yukon,YT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2020,2020,Yukon,Yukon,YT,Forest area certified,Superficie des forets certifiees,0,0
2020,2020,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2020,2020,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2020,2020,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2020,2020,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2020,2020,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2020,2020,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2021,2021,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,12411718,12411718
2021,2021,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,50401439,50401439
2021,2021,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,115096582,115096582
2021,2021,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,158391456,158391456
2021,2021,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,1089533,1089533
2021,2021,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1484852,1484852
2021,2021,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,39092987,39092987
2021,2021,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,40599622,40599622
2021,2021,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,19758308,19758308
2021,2021,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,31236786,31236786
2021,2021,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,43174309,43174309
2021,2021,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,678187,678187
2021,2021,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,20693862,20693862
2021,2021,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,16018145,16018145
2021,2021,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,29149719,29149719
2021,2021,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5986167,5986167
2021,2021,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,14563650,14563650
2021,2021,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,20549817,20549817
2021,2021,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2021,2021,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2595806,2595806
2021,2021,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11373530,11373530
2021,2021,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1866274,1866274
2021,2021,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1878499,1878499
2021,2021,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4794345,4794345
2021,2021,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,6672844,6672844
2021,2021,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4245580,4245580
2021,2021,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4245580,4245580
2021,2021,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1358643,1358643
2021,2021,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1358643,1358643
2021,2021,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,599751,599751
2021,2021,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1190640,1190640
2021,2021,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1267392,1267392
2021,2021,Prince Edward Island,Ile-du-Prince-edouard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Prince Edward Island,Ile-du-Prince-edouard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2021,2021,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest area certified,Superficie des forets certifiees,0,0
2021,2021,Yukon,Yukon,YT,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Yukon,Yukon,YT,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Yukon,Yukon,YT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2021,2021,Yukon,Yukon,YT,Forest area certified,Superficie des forets certifiees,0,0
2021,2021,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2021,2021,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2021,2021,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2021,2021,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2021,2021,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2021,2021,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2022,2022,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5983063,5983063
2022,2022,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,14488554,14488554
2022,2022,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,20471617,20471617
2022,2022,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,1089239,1089239
2022,2022,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1445254,1445254
2022,2022,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,39434271,39434271
2022,2022,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,40732576,40732576
2022,2022,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,12411424,12411424
2022,2022,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,46412425,46412425
2022,2022,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,121950670,121950670
2022,2022,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,155266615,155266615
2022,2022,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2022,2022,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2595806,2595806
2022,2022,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11373530,11373530
2022,2022,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,41047,41047
2022,2022,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4205454,4205454
2022,2022,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4246501,4246501
2022,2022,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1358643,1358643
2022,2022,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1358643,1358643
2022,2022,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,598565,598565
2022,2022,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1199198,1199198
2022,2022,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1274764,1274764
2022,2022,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2022,2022,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2022,2022,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2022,2022,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2022,2022,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,678187,678187
2022,2022,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,18811203,18811203
2022,2022,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,16187518,16187518
2022,2022,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,27566149,27566149
2022,2022,Prince Edward Island,Ile-du-Prince-edouard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Prince Edward Island,Ile-du-Prince-edouard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2022,2022,Prince Edward Island,Ile-du-Prince-edouard,PE,Forest area certified,Superficie des forets certifiees,0,0
2022,2022,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,17667019,17667019
2022,2022,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,31389015,31389015
2022,2022,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,42964184,42964184
2022,2022,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1866274,1866274
2022,2022,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1866274,1866274
2022,2022,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3412377,3412377
2022,2022,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5278651,5278651
2022,2022,Yukon,Yukon,YT,Canadian Standards Association,Association canadienne de normalisation,0,0
2022,2022,Yukon,Yukon,YT,Forest Stewardship Council,Forest Stewardship Council,0,0
2022,2022,Yukon,Yukon,YT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2022,2022,Yukon,Yukon,YT,Forest area certified,Superficie des forets certifiees,0,0
