Year,Annee,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espece,Area,Superficie
2012,2012,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'epinette,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle decolorie,0,0
2012,2012,SK,Saskatchewan,Saskatchewan,Other,Autres,51374,51374
2012,2012,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2012,2012,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,0
2012,2012,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2012,2012,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,0
2012,2012,YT,Yukon,Yukon,Forest tent caterpillar,Livree des forets,0,0
2012,2012,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,0
2012,2012,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2012,2012,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,0
2012,2012,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,0
2012,2012,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,0
2012,2012,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2012,2012,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,2765,2765
2012,2012,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2012,2012,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'epinette,263,263
2012,2012,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle decolorie,0,0
2012,2012,YT,Yukon,Yukon,Other,Autres,69580,69580
2013,2013,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'epinette,37076,37076
2013,2013,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,AB,Alberta,Alberta,Forest tent caterpillar,Livree des forets,6473001,6473001
2013,2013,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,0
2013,2013,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,5061,5061
2013,2013,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,1820,1820
2013,2013,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle decolorie,2118223,2118223
2013,2013,AB,Alberta,Alberta,Other,Autres,69461,69461
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,2973935,2973935
2013,2013,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,2020,2020
2013,2013,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livree des forets,581910,581910
2013,2013,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse a tete noire de l'epinette,30700,30700
2013,2013,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'epinette,128037,128037
2013,2013,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,2184,2184
2013,2013,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,88760,88760
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'epinette,18693,18693
2013,2013,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,BC,British Columbia,Colombie-Britannique,Other,Autres,3922437,3922437
2013,2013,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'epinette,1163,1163
2013,2013,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,311,311
2013,2013,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,210361,210361
2013,2013,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,0
2013,2013,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,MB,Manitoba,Manitoba,Other,Autres,95429,95429
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,4000,4000
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,700,700
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'epinette,55045,55045
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,1492,1492
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,7848,7848
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,499,499
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,53539,53539
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,75567,75567
2013,2013,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,348,348
2013,2013,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,91865,91865
2013,2013,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,195626,195626
2013,2013,ON,Ontario,Ontario,Spongy moth,Spongieuse,8451,8451
2013,2013,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,22450,22450
2013,2013,ON,Ontario,Ontario,Other,Autres,97763,97763
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Forest tent caterpillar,Livree des forets,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Spongy moth,Spongieuse,1,1
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,5,5
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce beetle,Dendroctone de l'epinette,60,60
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Other,Autres,30,30
2013,2013,QC,Quebec,Quebec,Spruce budworm,Tordeuse des bourgeons de l'epinette,2621520,2621520
2013,2013,QC,Quebec,Quebec,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,QC,Quebec,Quebec,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,QC,Quebec,Quebec,Hemlock looper,Arpenteuse de la pruche,17025,17025
2013,2013,QC,Quebec,Quebec,Forest tent caterpillar,Livree des forets,0,0
2013,2013,QC,Quebec,Quebec,Spongy moth,Spongieuse,0,0
2013,2013,QC,Quebec,Quebec,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,QC,Quebec,Quebec,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,QC,Quebec,Quebec,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,QC,Quebec,Quebec,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,QC,Quebec,Quebec,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,QC,Quebec,Quebec,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,QC,Quebec,Quebec,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,QC,Quebec,Quebec,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,QC,Quebec,Quebec,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,QC,Quebec,Quebec,Other,Autres,674,674
2013,2013,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'epinette,9307,9307
2013,2013,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livree des forets,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,SK,Saskatchewan,Saskatchewan,Other,Autres,99837,99837
2013,2013,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2013,2013,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,0
2013,2013,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2013,2013,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,0
2013,2013,YT,Yukon,Yukon,Forest tent caterpillar,Livree des forets,0,0
2013,2013,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,0
2013,2013,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2013,2013,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,0
2013,2013,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,0
2013,2013,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,0
2013,2013,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2013,2013,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,5100,5100
2013,2013,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2013,2013,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'epinette,0,0
2013,2013,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle decolorie,0,0
2013,2013,YT,Yukon,Yukon,Other,Autres,0,0
2014,2014,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'epinette,44387,44387
2014,2014,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,0
2014,2014,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2014,2014,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,0
2014,2014,AB,Alberta,Alberta,Forest tent caterpillar,Livree des forets,3567254,3567254
2014,2014,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,0
2014,2014,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2014,2014,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,0
2014,2014,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,0
2014,2014,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,0,0
2014,2014,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2014,2014,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,1389,1389
2014,2014,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2014,2014,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'epinette,0,0
2014,2014,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle decolorie,0,0
2014,2014,AB,Alberta,Alberta,Other,Autres,21852,21852
2014,2014,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,2208687,2208687
2014,2014,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livree des forets,711297,711297
2014,2014,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse a tete noire de l'epinette,4238,4238
2014,2014,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'epinette,44608,44608
2014,2014,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,937962,937962
2014,2014,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,164979,164979
2014,2014,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'epinette,288892,288892
2014,2014,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle decolorie,0,0
2014,2014,BC,British Columbia,Colombie-Britannique,Other,Autres,6718222,6718222
2014,2014,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2014,2014,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,4346,4346
2014,2014,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2014,2014,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,0
2014,2014,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,904126,904126
2014,2014,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,0
2014,2014,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2014,2014,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,0
2014,2014,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,0
2014,2014,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,0
2014,2014,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2014,2014,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,0
2014,2014,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2014,2014,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,0
2014,2014,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,0
2014,2014,MB,Manitoba,Manitoba,Other,Autres,1358,1358
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,0,0
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,0
