Year,Annee,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espece,Area,Data_qualifier,Superficie,Qualificatifs_de_donnees
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,u,0,u
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,u,0,u
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,n,0,n
2012,2012,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,61457,e,61457,e
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,u,0,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,209390,e,209390,e
2012,2012,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,99797,a,99797,a
2012,2012,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,61018,a,61018,a
2012,2012,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2012,2012,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2012,2012,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,27716,a,27716,a
2012,2012,ON,Ontario,Ontario,Spongy moth,Spongieuse,8123,a,8123,a
2012,2012,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,a,0,a
2012,2012,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2012,2012,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2012,2012,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2012,2012,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,a,0,a
2012,2012,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,3521,a,3521,a
2012,2012,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,a,0,a
2012,2012,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,a,0,a
2012,2012,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,174655,a,174655,a
2012,2012,ON,Ontario,Ontario,Other,Autres,48515,a,48515,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,s,0,s
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Forest tent caterpillar,Livree des forets,0,s,0,s
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Spongy moth,Spongieuse,5,e,5,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,n,0,n
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Spruce beetle,Dendroctone de l'epinette,50,e,50,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Aspen twoleaf tier,Noctuelle decolorie,0,u,0,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-edouard,Other,Autres,30,e,30,e
2012,2012,QC,Quebec,Quebec,Spruce budworm,Tordeuse des bourgeons de l'epinette,1537562,a,1537562,a
2012,2012,QC,Quebec,Quebec,Jack pine budworm,Tordeuse du pin gris,0,s,0,s
2012,2012,QC,Quebec,Quebec,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2012,2012,QC,Quebec,Quebec,Hemlock looper,Arpenteuse de la pruche,5773,a,5773,a
2012,2012,QC,Quebec,Quebec,Forest tent caterpillar,Livree des forets,0,a,0,a
2012,2012,QC,Quebec,Quebec,Spongy moth,Spongieuse,0,a,0,a
2012,2012,QC,Quebec,Quebec,Blackheaded budworm,Tordeuse a tete noire de l'epinette,1400,a,1400,a
2012,2012,QC,Quebec,Quebec,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2012,2012,QC,Quebec,Quebec,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2012,2012,QC,Quebec,Quebec,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2012,2012,QC,Quebec,Quebec,Western spruce budworm,Tordeuse occidentale de l'epinette,0,n,0,n
2012,2012,QC,Quebec,Quebec,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2012,2012,QC,Quebec,Quebec,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,n,0,n
2012,2012,QC,Quebec,Quebec,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2012,2012,QC,Quebec,Quebec,Aspen twoleaf tier,Noctuelle decolorie,0,a,0,a
2012,2012,QC,Quebec,Quebec,Other,Autres,615,a,615,a
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'epinette,31221,a,31221,a
2012,2012,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livree des forets,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'epinette,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle decolorie,0,u,0,u
2012,2012,SK,Saskatchewan,Saskatchewan,Other,Autres,51374,a,51374,a
2012,2012,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,e,0,e
2012,2012,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,e,0,e
2012,2012,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2012,2012,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2012,2012,YT,Yukon,Yukon,Forest tent caterpillar,Livree des forets,0,e,0,e
2012,2012,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,e,0,e
2012,2012,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,e,0,e
2012,2012,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2012,2012,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2012,2012,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2012,2012,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'epinette,0,e,0,e
2012,2012,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,2765,e,2765,e
2012,2012,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,e,0,e
2012,2012,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'epinette,263,e,263,e
2012,2012,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle decolorie,0,e,0,e
2012,2012,YT,Yukon,Yukon,Other,Autres,69580,e,69580,e
2013,2013,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'epinette,37076,a,37076,a
2013,2013,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2013,2013,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,s,0,s
2013,2013,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2013,2013,AB,Alberta,Alberta,Forest tent caterpillar,Livree des forets,6473001,a,6473001,a
2013,2013,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,a,0,a
2013,2013,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,a,0,a
2013,2013,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,5061,a,5061,a
2013,2013,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'epinette,0,a,0,a
2013,2013,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,1820,a,1820,a
2013,2013,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,a,0,a
2013,2013,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'epinette,0,a,0,a
2013,2013,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle decolorie,2118223,a,2118223,a
2013,2013,AB,Alberta,Alberta,Other,Autres,69461,a,69461,a
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,2973935,a,2973935,a
2013,2013,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,2020,a,2020,a
2013,2013,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livree des forets,581910,a,581910,a
2013,2013,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse a tete noire de l'epinette,30700,a,30700,a
2013,2013,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'epinette,128037,a,128037,a
2013,2013,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,2184,a,2184,a
2013,2013,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,88760,a,88760,a
2013,2013,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'epinette,18693,a,18693,a
2013,2013,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle decolorie,0,a,0,a
2013,2013,BC,British Columbia,Colombie-Britannique,Other,Autres,3922437,a,3922437,a
2013,2013,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'epinette,1163,e,1163,e
2013,2013,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,311,e,311,e
2013,2013,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,210361,e,210361,e
2013,2013,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,e,0,e
2013,2013,MB,Manitoba,Manitoba,Other,Autres,95429,e,95429,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,4000,e,4000,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,e,0,e
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,700,e,700,e
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'epinette,55045,a,55045,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,1492,a,1492,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,7848,a,7848,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,u,0,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,499,a,499,a
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,n,0,n
2013,2013,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,53539,e,53539,e
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,u,0,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,75567,e,75567,e
2013,2013,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,348,a,348,a
2013,2013,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,91865,a,91865,a
2013,2013,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2013,2013,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2013,2013,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,195626,a,195626,a
2013,2013,ON,Ontario,Ontario,Spongy moth,Spongieuse,8451,a,8451,a
2013,2013,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,a,0,a
2013,2013,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2013,2013,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2013,2013,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2013,2013,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,a,0,a
2013,2013,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2013,2013,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,a,0,a
2013,2013,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,a,0,a
2013,2013,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,22450,a,22450,a
2013,2013,ON,Ontario,Ontario,Other,Autres,97763,a,97763,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,s,0,s
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Forest tent caterpillar,Livree des forets,0,s,0,s
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Spongy moth,Spongieuse,1,e,1,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,5,e,5,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,n,0,n
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2013,2013,PE,Prince Edward Island,Île-du-Prince-edouard,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,u,0,u
