Year,Annee,ISO,Jurisdiction,Juridiction,Category,Categorie,Species-group,Groupe-d'especes,Tenure-En,Tenure-Fr,Volume
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Provincial land,Terres provinciales,29679
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Provincial land,Terres provinciales,26795
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,MB,Manitoba,Manitoba,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Resineux,Provincial land,Terres provinciales,2948066
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Resineux,Private land,Terres privees,2981400
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,753790
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privees,954178
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Softwoods,Resineux,Provincial land,Terres provinciales,501007
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Softwoods,Resineux,Private land,Terres privees,624711
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Hardwoods,Feuillus,Provincial land,Terres provinciales,908906
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Hardwoods,Feuillus,Private land,Terres privees,1050277
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Provincial land,Terres provinciales,35951
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,14463
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,15506
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Resineux,Provincial land,Terres provinciales,235007
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Resineux,Private land,Terres privees,187568
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,1230
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privees,2905
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Softwoods,Resineux,Provincial land,Terres provinciales,191873
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Softwoods,Resineux,Private land,Terres privees,1308852
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Provincial land,Terres provinciales,240560
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Private land,Terres privees,35000
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Provincial land,Terres provinciales,31143
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Private land,Terres privees,55000
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Softwoods,Resineux,Provincial land,Terres provinciales,147220
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Softwoods,Resineux,Private land,Terres privees,3061845
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,6039
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privees,97879
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Softwoods,Resineux,Provincial land,Terres provinciales,400421
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Softwoods,Resineux,Private land,Terres privees,1573512
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Hardwoods,Feuillus,Provincial land,Terres provinciales,22701
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Hardwoods,Feuillus,Private land,Terres privees,745832
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Private land,Terres privees,2344
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privees,2418
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Provincial land,Terres provinciales,335
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Private land,Terres privees,24760
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Resineux,Provincial land,Terres provinciales,5571
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Provincial land,Terres provinciales,20260
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Private land,Terres privees,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Logs and bolts,Billes et billots,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Pulpwood,Bois a pate,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Pulpwood,Bois a pate,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Pulpwood,Bois a pate,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Fuelwood and firewood,Bois de chauffage et de foyer,Softwoods,Resineux,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Fuelwood and firewood,Bois de chauffage et de foyer,Hardwoods,Feuillus,Federal land,Terres federales,0
2003,2003,NU,Nunavut,Nunavut,Fuelwood and firewood,Bois de chauffage et de foyer,Unspecified,Indeterminee,Federal land,Terres federales,0
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Softwoods,Resineux,Provincial land,Terres provinciales,11419769
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Softwoods,Resineux,Private land,Terres privees,922295
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,1084128
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privees,1113604
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Provincial land,Terres provinciales,0
2003,2003,ON,Ontario,Ontario,Logs and bolts,Billes et billots,Unspecified,Indeterminee,Private land,Terres privees,8542
2003,2003,ON,Ontario,Ontario,Pulpwood,Bois a pate,Softwoods,Resineux,Provincial land,Terres provinciales,4202952
2003,2003,ON,Ontario,Ontario,Pulpwood,Bois a pate,Softwoods,Resineux,Private land,Terres privees,1118903
2003,2003,ON,Ontario,Ontario,Pulpwood,Bois a pate,Hardwoods,Feuillus,Provincial land,Terres provinciales,2449483
