Year,Jurisdiction,Export market,Value (dollars)
2006,Manitoba,Other,2181154
2006,Manitoba,South & Central America,6499669
2006,Manitoba,South Korea,146309
2006,Manitoba,Taiwan,57670
2006,Manitoba,United States,595587928
2006,New Brunswick,Africa,118438
2006,New Brunswick,China,25964691
2006,New Brunswick,Eurpoean Union,48001454
2006,New Brunswick,India,50655883
2006,New Brunswick,Japan,13081277
2006,New Brunswick,Middle East,44515557
2006,New Brunswick,Oceania,380445
2006,New Brunswick,Other,75100490
2006,New Brunswick,South & Central America,53999506
2006,New Brunswick,South Korea,26197422
2006,New Brunswick,Taiwan,4608606
2006,New Brunswick,United States,1669290888
2006,Newfoundland and Labrador,Africa,105285
2006,Newfoundland and Labrador,Eurpoean Union,69726966
2006,Newfoundland and Labrador,India,11426131
2006,Newfoundland and Labrador,Middle East,37423573
2006,Newfoundland and Labrador,Other,1080720
2006,Newfoundland and Labrador,South & Central America,116406645
2006,Newfoundland and Labrador,United States,218457498
2006,Northwest Territories,Japan,31101
2006,Northwest Territories,Other,540
2006,Northwest Territories,United States,19743
2006,Nova Scotia,Africa,2173998
2006,Nova Scotia,China,4491094
2006,Nova Scotia,Eurpoean Union,110970301
2006,Nova Scotia,India,53146051
2006,Nova Scotia,Japan,1301439
2006,Nova Scotia,Middle East,27388010
2006,Nova Scotia,Oceania,197602
2006,Nova Scotia,Other,25996589
2006,Nova Scotia,South & Central America,61153613
2006,Nova Scotia,South Korea,2716416
2006,Nova Scotia,Taiwan,6388298
2006,Nova Scotia,United States,392391450
2006,Nunavut,China,21408
2006,Nunavut,Eurpoean Union,60509
2006,Nunavut,South & Central America,94135
2006,Nunavut,Taiwan,7881
2006,Nunavut,United States,38342
2006,Ontario,Africa,2106876
2006,Ontario,China,38394621
2006,Ontario,Eurpoean Union,65421283
2006,Ontario,India,2668549
2006,Ontario,Japan,15472661
2006,Ontario,Middle East,13584381
2006,Ontario,Oceania,5425376
2006,Ontario,Other,14933940
2006,Ontario,South & Central America,101296500
2006,Ontario,South Korea,17970576
2006,Ontario,Taiwan,1116806
2006,Ontario,United States,6728424249
2006,Prince Edward Island,Eurpoean Union,167175
2006,Prince Edward Island,Japan,25
2006,Prince Edward Island,Middle East,49727
2006,Prince Edward Island,Other,681
2006,Prince Edward Island,South & Central America,241452
2006,Prince Edward Island,United States,11236869
2006,Quebec,Africa,57560510
2006,Quebec,China,207257542
2006,Quebec,Eurpoean Union,682727099
2006,Quebec,India,52816922
2006,Quebec,Japan,28473828
2006,Quebec,Middle East,246154311
2006,Quebec,Oceania,7416067
2006,Quebec,Other,98234541
2006,Quebec,South & Central America,299102260
2006,Quebec,South Korea,33125076
2006,Quebec,Taiwan,43841984
2006,Quebec,United States,9372095981
2006,Saskatchewan,Africa,553894
2006,Saskatchewan,China,35720219
2006,Saskatchewan,Eurpoean Union,49846222
2006,Saskatchewan,Japan,11739552
2006,Saskatchewan,Middle East,103634
2006,Saskatchewan,Oceania,5360
2006,Saskatchewan,Other,12209451
2006,Saskatchewan,South & Central America,15293953
2006,Saskatchewan,South Korea,10343696
2006,Saskatchewan,Taiwan,15170158
2006,Saskatchewan,United States,336895185
2006,Yukon,Eurpoean Union,1185
2006,Yukon,United States,936515
2007,Canada,Africa,70222409
2007,Canada,China,1695345774
2007,Canada,Eurpoean Union,2167194020
2007,Canada,India,278549196
2007,Canada,Japan,1509495939
2007,Canada,Middle East,565233252
2007,Canada,Oceania,173165437
2007,Canada,Other,606954018
2007,Canada,South & Central America,878556425
2007,Canada,South Korea,559659225
2007,Canada,Taiwan,345393534
2007,Canada,United States,24878507012
2007,Alberta,Africa,254904
2007,Alberta,China,106615564
2007,Alberta,Eurpoean Union,57352758
2007,Alberta,India,342105
2007,Alberta,Japan,156430189
2007,Alberta,Middle East,8348338
2007,Alberta,Oceania,20046670
2007,Alberta,Other,39684203
2007,Alberta,South & Central America,31350333
2007,Alberta,South Korea,117083514
2007,Alberta,Taiwan,38053175
2007,Alberta,United States,1636055052
2007,British Columbia,Africa,11305859
2007,British Columbia,China,1178223295
2007,British Columbia,Eurpoean Union,804051407
2007,British Columbia,India,128087755
2007,British Columbia,Japan,1308867376
2007,British Columbia,Middle East,87077710
2007,British Columbia,Oceania,139973279
2007,British Columbia,Other,316576145
2007,British Columbia,South & Central America,239760692
2007,British Columbia,South Korea,366987296
2007,British Columbia,Taiwan,263323821
2007,British Columbia,United States,7231379247
2007,Manitoba,Africa,397925
2007,Manitoba,China,1404096
2007,Manitoba,Eurpoean Union,7098271
2007,Manitoba,India,404628
2007,Manitoba,Japan,199777
2007,Manitoba,Middle East,14931318
2007,Manitoba,Oceania,422249
2007,Manitoba,Other,1529767
2007,Manitoba,South & Central America,4540139
2007,Manitoba,South Korea,175555
2007,Manitoba,Taiwan,77519
2007,Manitoba,United States,501035780
2007,New Brunswick,Africa,8837254
2007,New Brunswick,China,28792422
2007,New Brunswick,Eurpoean Union,106314618
2007,New Brunswick,India,65010778
2007,New Brunswick,Japan,9083547
2007,New Brunswick,Middle East,71753929
2007,New Brunswick,Oceania,155340
2007,New Brunswick,Other,55101454
2007,New Brunswick,South & Central America,83283401
2007,New Brunswick,South Korea,38657107
2007,New Brunswick,Taiwan,392331
2007,New Brunswick,United States,1380381436
2007,Newfoundland and Labrador,Africa,909794
2007,Newfoundland and Labrador,Eurpoean Union,70141574
2007,Newfoundland and Labrador,India,9427963
2007,Newfoundland and Labrador,Middle East,30159880
2007,Newfoundland and Labrador,Other,1185590
2007,Newfoundland and Labrador,South & Central America,83822195
2007,Newfoundland and Labrador,United States,151582569
2007,Northwest Territories,United States,109108
2007,Nova Scotia,Africa,949800
2007,Nova Scotia,China,2809225
2007,Nova Scotia,Eurpoean Union,135823154
2007,Nova Scotia,India,42101837
2007,Nova Scotia,Japan,572124
2007,Nova Scotia,Middle East,35383848
2007,Nova Scotia,Oceania,119108
2007,Nova Scotia,Other,30161431
2007,Nova Scotia,South & Central America,53097003
2007,Nova Scotia,South Korea,112712
2007,Nova Scotia,Taiwan,12238145
2007,Nova Scotia,United States,586496094
2007,Nunavut,China,139513
2007,Nunavut,Japan,737
2007,Nunavut,Oceania,9933
2007,Nunavut,Other,868
2007,Nunavut,South & Central America,658
2007,Ontario,Africa,5602430
2007,Ontario,China,38011631
2007,Ontario,Eurpoean Union,81811958
2007,Ontario,India,2374471
2007,Ontario,Japan,10413414
2007,Ontario,Middle East,15102064
2007,Ontario,Oceania,7431928
2007,Ontario,Other,14328734
2007,Ontario,South & Central America,109087895
2007,Ontario,South Korea,7529166
2007,Ontario,Taiwan,1100118
2007,Ontario,United States,5593313724
2007,Prince Edward Island,China,4709
2007,Prince Edward Island,Eurpoean Union,183452
2007,Prince Edward Island,Middle East,179417
2007,Prince Edward Island,Other,58730
2007,Prince Edward Island,South & Central America,323250
2007,Prince Edward Island,United States,6099713
2007,Quebec,Africa,41959471
2007,Quebec,China,205128939
2007,Quebec,Eurpoean Union,898906732
2007,Quebec,India,30799659
2007,Quebec,Japan,23575396
2007,Quebec,Middle East,302228427
2007,Quebec,Oceania,4999761
2007,Quebec,Other,103685009
2007,Quebec,South & Central America,269943097
2007,Quebec,South Korea,23886605
2007,Quebec,Taiwan,27454281
2007,Quebec,United States,7639363060
2007,Saskatchewan,Africa,4972
2007,Saskatchewan,China,134168595
2007,Saskatchewan,Eurpoean Union,5510096
2007,Saskatchewan,Japan,353379
2007,Saskatchewan,Middle East,68321
2007,Saskatchewan,Oceania,7169
2007,Saskatchewan,Other,44642087
2007,Saskatchewan,South & Central America,3347762
2007,Saskatchewan,South Korea,5227270
2007,Saskatchewan,Taiwan,2754144
2007,Saskatchewan,United States,151667765
2007,Yukon,China,47785
2007,Yukon,United States,1023464
2008,Canada,Africa,102034252
2008,Canada,China,1659974205
2008,Canada,Eurpoean Union,1838532479
2008,Canada,India,375262855
2008,Canada,Japan,1435600019
2008,Canada,Middle East,738940747
2008,Canada,Oceania,173757782
2008,Canada,Other,699682107
2008,Canada,South & Central America,961956896
2008,Canada,South Korea,498416632
2008,Canada,Taiwan,320935092
2008,Canada,United States,21389719671
2008,Alberta,Africa,132885
2008,Alberta,China,173671189
2008,Alberta,Eurpoean Union,44430081
2008,Alberta,India,19117
2008,Alberta,Japan,188653764
2008,Alberta,Middle East,1674059
2008,Alberta,Oceania,31046775
2008,Alberta,Other,41496261
2008,Alberta,South & Central America,37892321
2008,Alberta,South Korea,158739066
2008,Alberta,Taiwan,43264079
2008,Alberta,United States,1444615086
2008,British Columbia,Africa,5206744
2008,British Columbia,China,1107842602
2008,British Columbia,Eurpoean Union,721296816
2008,British Columbia,India,90194620
2008,British Columbia,Japan,1218144192
2008,British Columbia,Middle East,106591957
2008,British Columbia,Oceania,123297086
2008,British Columbia,Other,342185223
2008,British Columbia,South & Central America,213948034
2008,British Columbia,South Korea,289376366
2008,British Columbia,Taiwan,235217772
2008,British Columbia,United States,5498832378
2008,Manitoba,Africa,574342
2008,Manitoba,China,363086
2008,Manitoba,Eurpoean Union,3522990
2008,Manitoba,India,1570069
2008,Manitoba,Japan,276046
2008,Manitoba,Middle East,18818306
2008,Manitoba,Oceania,1212908
2008,Manitoba,Other,2530787
2008,Manitoba,South & Central America,14180723
2008,Manitoba,South Korea,32938
2008,Manitoba,Taiwan,26411
2008,Manitoba,United States,429125497
2008,New Brunswick,Africa,540673
2008,New Brunswick,China,19708036
2008,New Brunswick,Eurpoean Union,56489675
2008,New Brunswick,India,47088805
2008,New Brunswick,Japan,126957
2008,New Brunswick,Middle East,28048536
2008,New Brunswick,Oceania,228760
2008,New Brunswick,Other,105093956
2008,New Brunswick,South & Central America,38901719
2008,New Brunswick,South Korea,16794855
2008,New Brunswick,Taiwan,738150
2008,New Brunswick,United States,1104805494
2008,Newfoundland and Labrador,Africa,9615127
2008,Newfoundland and Labrador,China,140404
2008,Newfoundland and Labrador,Eurpoean Union,37222814
2008,Newfoundland and Labrador,India,24809808
2008,Newfoundland and Labrador,Middle East,17468443
2008,Newfoundland and Labrador,Other,1117188
2008,Newfoundland and Labrador,South & Central America,107689481
2008,Newfoundland and Labrador,United States,141965101
2008,Northwest Territories,United States,80362
2008,Nova Scotia,Africa,12156543
2008,Nova Scotia,China,1058130
2008,Nova Scotia,Eurpoean Union,119077909
2008,Nova Scotia,India,41672986
2008,Nova Scotia,Japan,63
2008,Nova Scotia,Middle East,37726690
2008,Nova Scotia,Oceania,64602
2008,Nova Scotia,Other,31264029
2008,Nova Scotia,South & Central America,56377584
2008,Nova Scotia,South Korea,19826
2008,Nova Scotia,Taiwan,20726840
2008,Nova Scotia,United States,618097445
2008,Nunavut,Eurpoean Union,563
2008,Nunavut,India,10000
2008,Nunavut,Middle East,7490
2008,Nunavut,Other,2202
2008,Nunavut,South & Central America,17619
2008,Nunavut,United States,6437
2008,Ontario,Africa,2335282
2008,Ontario,China,31334361
2008,Ontario,Eurpoean Union,96479710
2008,Ontario,India,1366501
2008,Ontario,Japan,6962533
2008,Ontario,Middle East,18206097
2008,Ontario,Oceania,9409406
2008,Ontario,Other,14815758
2008,Ontario,South & Central America,88253219
2008,Ontario,South Korea,3810597
2008,Ontario,Taiwan,654041
2008,Ontario,United States,5132933939
2008,Prince Edward Island,China,2000
2008,Prince Edward Island,Eurpoean Union,19607
2008,Prince Edward Island,Japan,60095
2008,Prince Edward Island,Middle East,387
2008,Prince Edward Island,Oceania,228
2008,Prince Edward Island,Other,2042
2008,Prince Edward Island,South & Central America,525741
2008,Prince Edward Island,United States,2398013
2008,Quebec,Africa,71469647
2008,Quebec,China,188564358
2008,Quebec,Eurpoean Union,758205810
2008,Quebec,India,168530949
2008,Quebec,Japan,21073839
2008,Quebec,Middle East,509985737
2008,Quebec,Oceania,8487376
2008,Quebec,Other,107723044
2008,Quebec,South & Central America,403983569
2008,Quebec,South Korea,28197366
2008,Quebec,Taiwan,20307799
2008,Quebec,United States,6946453448
2008,Saskatchewan,Africa,3009
2008,Saskatchewan,China,137284772
2008,Saskatchewan,Eurpoean Union,1786504
2008,Saskatchewan,Japan,302530
2008,Saskatchewan,Middle East,413045
2008,Saskatchewan,Oceania,10622
2008,Saskatchewan,Other,53445031
2008,Saskatchewan,South & Central America,186884
2008,Saskatchewan,South Korea,1445618
2008,Saskatchewan,United States,69916561
2008,Yukon,China,5267
2008,Yukon,Oceania,19
2008,Yukon,Other,6586
2008,Yukon,South & Central America,2
2008,Yukon,United States,489910
2009,Canada,Africa,69919040
2009,Canada,China,1865768756
2009,Canada,Eurpoean Union,1301306183
2009,Canada,India,197936750
2009,Canada,Japan,1094574667
2009,Canada,Middle East,423818490
2009,Canada,Oceania,129358793
2009,Canada,Other,514531768
2009,Canada,South & Central America,678908420
2009,Canada,South Korea,350984797
2009,Canada,Taiwan,200076216
2009,Canada,United States,16677852601
2009,Alberta,Africa,455805
2009,Alberta,China,242676831
2009,Alberta,Eurpoean Union,42623232
2009,Alberta,India,19775
2009,Alberta,Japan,166022319
2009,Alberta,Middle East,3057193
2009,Alberta,Oceania,30303446
2009,Alberta,Other,31051378
2009,Alberta,South & Central America,22470370
2009,Alberta,South Korea,109328446
2009,Alberta,Taiwan,27250807
2009,Alberta,United States,1144126053
2009,British Columbia,Africa,3233915
2009,British Columbia,China,1177384228
2009,British Columbia,Eurpoean Union,526488534
2009,British Columbia,India,27731168
2009,British Columbia,Japan,905901386
2009,British Columbia,Middle East,69837397
2009,British Columbia,Oceania,84297695
2009,British Columbia,Other,250977022
2009,British Columbia,South & Central America,138335119
2009,British Columbia,South Korea,212207136
2009,British Columbia,Taiwan,152496205
2009,British Columbia,United States,3945111057
2009,Manitoba,Africa,1163799
2009,Manitoba,China,1053826
2009,Manitoba,Eurpoean Union,1572199
2009,Manitoba,India,1430115
2009,Manitoba,Japan,37732
2009,Manitoba,Middle East,25113808
2009,Manitoba,Oceania,346049
2009,Manitoba,Other,2503533
2009,Manitoba,South & Central America,15518343
2009,Manitoba,South Korea,320727
2009,Manitoba,Taiwan,6048
2009,Manitoba,United States,279381454
2009,New Brunswick,Africa,3080
2009,New Brunswick,China,14559522
2009,New Brunswick,Eurpoean Union,18859880
2009,New Brunswick,India,110542533
2009,New Brunswick,Japan,12816
2009,New Brunswick,Middle East,18325873
2009,New Brunswick,Oceania,222771
2009,New Brunswick,Other,114955581
2009,New Brunswick,South & Central America,24323282
2009,New Brunswick,South Korea,4339396
2009,New Brunswick,Taiwan,152895
2009,New Brunswick,United States,988276895
2009,Newfoundland and Labrador,Africa,9759516
2009,Newfoundland and Labrador,China,151907
2009,Newfoundland and Labrador,Eurpoean Union,46647950
2009,Newfoundland and Labrador,India,1368686
2009,Newfoundland and Labrador,Middle East,7276470
2009,Newfoundland and Labrador,Other,276919
2009,Newfoundland and Labrador,South & Central America,18230836
2009,Newfoundland and Labrador,United States,84470527
2009,Northwest Territories,Middle East,32218
2009,Northwest Territories,Other,4998
2009,Northwest Territories,United States,41810
2009,Nova Scotia,Africa,787738
2009,Nova Scotia,China,6714784
2009,Nova Scotia,Eurpoean Union,103433285
2009,Nova Scotia,India,12759774
2009,Nova Scotia,Middle East,9589386
2009,Nova Scotia,Oceania,402986
2009,Nova Scotia,Other,10506835
2009,Nova Scotia,South & Central America,53335167
2009,Nova Scotia,South Korea,868474
2009,Nova Scotia,Taiwan,6292992
2009,Nova Scotia,United States,468827772
2009,Nunavut,Middle East,4357
2009,Nunavut,South & Central America,23700
2009,Nunavut,United States,7116
2009,Ontario,Africa,661557
2009,Ontario,China,53178926
2009,Ontario,Eurpoean Union,61917609
2009,Ontario,India,5081235
2009,Ontario,Japan,6108681
2009,Ontario,Middle East,13562548
2009,Ontario,Oceania,6739634
2009,Ontario,Other,9309262
2009,Ontario,South & Central America,58217797
2009,Ontario,South Korea,4174986
2009,Ontario,Taiwan,509888
2009,Ontario,United States,3921663272
2009,Prince Edward Island,China,6255
2009,Prince Edward Island,Eurpoean Union,5825
2009,Prince Edward Island,Japan,19770
2009,Prince Edward Island,Middle East,35110
2009,Prince Edward Island,Other,362
2009,Prince Edward Island,South & Central America,700839
2009,Prince Edward Island,South Korea,27202
2009,Prince Edward Island,United States,2502388
2009,Quebec,Africa,53848861
2009,Quebec,China,227892819
2009,Quebec,Eurpoean Union,499554655
2009,Quebec,India,38980225
2009,Quebec,Japan,16319114
2009,Quebec,Middle East,276983880
2009,Quebec,Oceania,7035190
2009,Quebec,Other,47534441
2009,Quebec,South & Central America,347609909
2009,Quebec,South Korea,16988030
2009,Quebec,Taiwan,12979363
2009,Quebec,United States,5783342281
2009,Saskatchewan,Africa,4769
2009,Saskatchewan,China,142149658
2009,Saskatchewan,Eurpoean Union,203014
2009,Saskatchewan,India,23239
2009,Saskatchewan,Japan,130939
2009,Saskatchewan,Middle East,250
2009,Saskatchewan,Oceania,11022
2009,Saskatchewan,Other,47411437
2009,Saskatchewan,South & Central America,143058
2009,Saskatchewan,South Korea,2730400
2009,Saskatchewan,Taiwan,388018
2009,Saskatchewan,United States,59942328
2009,Yukon,Japan,21910
2009,Yukon,United States,159648
2010,Canada,Africa,77770635
2010,Canada,China,2994419713
2010,Canada,Eurpoean Union,1334910079
2010,Canada,India,419706627
2010,Canada,Japan,1354930226
2010,Canada,Middle East,563148090
2010,Canada,Oceania,156785461
2010,Canada,Other,678470309
2010,Canada,South & Central America,738419443
2010,Canada,South Korea,475007321
2010,Canada,Taiwan,247050514
2010,Canada,United States,16870271682
2010,Alberta,Africa,26587
2010,Alberta,China,254759433
2010,Alberta,Eurpoean Union,64305088
2010,Alberta,India,839120
2010,Alberta,Japan,218925239
2010,Alberta,Middle East,1078110
2010,Alberta,Oceania,34372290
2010,Alberta,Other,33075339
2010,Alberta,South & Central America,20301264
2010,Alberta,South Korea,132639847
2010,Alberta,Taiwan,32924682
2010,Alberta,United States,1452429683
2010,British Columbia,Africa,2008091
2010,British Columbia,China,2127996054
2010,British Columbia,Eurpoean Union,561857561
2010,British Columbia,India,53657256
2010,British Columbia,Japan,1110564521
2010,British Columbia,Middle East,84290357
2010,British Columbia,Oceania,103015300
2010,British Columbia,Other,337637604
2010,British Columbia,South & Central America,97681100
2010,British Columbia,South Korea,304615519
2010,British Columbia,Taiwan,196769527
2010,British Columbia,United States,4052838827
2010,Manitoba,Africa,790011
2010,Manitoba,China,3401211
2010,Manitoba,Eurpoean Union,1285200
2010,Manitoba,India,648235
2010,Manitoba,Japan,151452
2010,Manitoba,Middle East,28633688
2010,Manitoba,Oceania,195330
2010,Manitoba,Other,1907827
2010,Manitoba,South & Central America,24028870
2010,Manitoba,South Korea,3268083
2010,Manitoba,Taiwan,19577
2010,Manitoba,United States,220642588
2010,New Brunswick,Africa,3658597
2010,New Brunswick,China,70917030
2010,New Brunswick,Eurpoean Union,34001881
2010,New Brunswick,India,92698774
2010,New Brunswick,Japan,47733
2010,New Brunswick,Middle East,44779246
2010,New Brunswick,Oceania,173627
2010,New Brunswick,Other,151876442
2010,New Brunswick,South & Central America,27708450
2010,New Brunswick,South Korea,2848083
2010,New Brunswick,Taiwan,15348
2010,New Brunswick,United States,1126778652
2010,Newfoundland and Labrador,Africa,3455054
2010,Newfoundland and Labrador,Eurpoean Union,19168084
2010,Newfoundland and Labrador,India,15565583
2010,Newfoundland and Labrador,Middle East,455
2010,Newfoundland and Labrador,Other,127901
2010,Newfoundland and Labrador,South & Central America,8441149
2010,Newfoundland and Labrador,United States,70040971
2010,Northwest Territories,Middle East,52470
2010,Northwest Territories,United States,13852
2010,Nova Scotia,Africa,538570
2010,Nova Scotia,China,7561747
2010,Nova Scotia,Eurpoean Union,121976450
2010,Nova Scotia,India,34820166
2010,Nova Scotia,Japan,28173
2010,Nova Scotia,Middle East,18915962
2010,Nova Scotia,Oceania,382155
2010,Nova Scotia,Other,26467272
2010,Nova Scotia,South & Central America,40920396
2010,Nova Scotia,South Korea,202410
2010,Nova Scotia,Taiwan,1378949
2010,Nova Scotia,United States,543990226
2010,Nunavut,Eurpoean Union,625
2010,Nunavut,Middle East,293152
2010,Nunavut,South & Central America,2017
2010,Ontario,Africa,1959054
2010,Ontario,China,49314905
2010,Ontario,Eurpoean Union,60822549
2010,Ontario,India,4777530
2010,Ontario,Japan,7954477
2010,Ontario,Middle East,11452372
2010,Ontario,Oceania,7147042
2010,Ontario,Other,7586451
2010,Ontario,South & Central America,96123843
2010,Ontario,South Korea,5028002
2010,Ontario,Taiwan,649262
2010,Ontario,United States,3937876372
2010,Prince Edward Island,Africa,124161
2010,Prince Edward Island,China,17693
2010,Prince Edward Island,Eurpoean Union,2255798
2010,Prince Edward Island,India,3369574
2010,Prince Edward Island,Japan,3886
2010,Prince Edward Island,Middle East,1440
2010,Prince Edward Island,South & Central America,663662
2010,Prince Edward Island,United States,1499548
2010,Quebec,Africa,65206736
2010,Quebec,China,374771143
2010,Quebec,Eurpoean Union,468834166
2010,Quebec,India,212940808
2010,Quebec,Japan,17232495
2010,Quebec,Middle East,373612614
2010,Quebec,Oceania,11419873
2010,Quebec,Other,68511007
2010,Quebec,South & Central America,421831354
2010,Quebec,South Korea,22456012
2010,Quebec,Taiwan,15039303
2010,Quebec,United States,5401753693
2010,Saskatchewan,Africa,3774
2010,Saskatchewan,China,105670497
2010,Saskatchewan,Eurpoean Union,394539
2010,Saskatchewan,India,389581
2010,Saskatchewan,Japan,22250
2010,Saskatchewan,Middle East,38224
2010,Saskatchewan,Oceania,79844
2010,Saskatchewan,Other,51280466
2010,Saskatchewan,South & Central America,717053
2010,Saskatchewan,South Korea,3949365
2010,Saskatchewan,Taiwan,253866
2010,Saskatchewan,United States,62124100
2010,Yukon,China,10000
2010,Yukon,Eurpoean Union,8138
2010,Yukon,South & Central America,285
2010,Yukon,United States,283170
2011,Canada,Africa,77263290
2011,Canada,China,4087514227
2011,Canada,Eurpoean Union,1218283021
2011,Canada,India,402754659
2011,Canada,Japan,1394370315
2011,Canada,Middle East,503951174
2011,Canada,Oceania,165128514
2011,Canada,Other,754613690
2011,Canada,South & Central America,741596298
2011,Canada,South Korea,523719017
2011,Canada,Taiwan,275566741
2011,Canada,United States,16225361920
2011,Alberta,Africa,47183
2011,Alberta,China,285059353
2011,Alberta,Eurpoean Union,70415347
2011,Alberta,India,2403138
2011,Alberta,Japan,215337697
2011,Alberta,Middle East,4695838
2011,Alberta,Oceania,32261853
2011,Alberta,Other,27351359
2011,Alberta,South & Central America,18838530
2011,Alberta,South Korea,121590315
2011,Alberta,Taiwan,29305823
2011,Alberta,United States,1215650549
2011,British Columbia,Africa,3729143
2011,British Columbia,China,3152361106
2011,British Columbia,Eurpoean Union,543225397
2011,British Columbia,India,49329678
2011,British Columbia,Japan,1153462815
2011,British Columbia,Middle East,65169433
2011,British Columbia,Oceania,117205181
2011,British Columbia,Other,345648939
2011,British Columbia,South & Central America,91978072
2011,British Columbia,South Korea,369380313
2011,British Columbia,Taiwan,230088971
2011,British Columbia,United States,3755252251
2011,Manitoba,Africa,1708223
2011,Manitoba,China,874066
2011,Manitoba,Eurpoean Union,1859278
2011,Manitoba,India,828294
2011,Manitoba,Japan,144139
2011,Manitoba,Middle East,29296494
2011,Manitoba,Oceania,673649
2011,Manitoba,Other,2607286
2011,Manitoba,South & Central America,36154260
2011,Manitoba,South Korea,4351248
2011,Manitoba,Taiwan,272560
2011,Manitoba,United States,238293296
2011,New Brunswick,Africa,493088
2011,New Brunswick,China,115276361
2011,New Brunswick,Eurpoean Union,24381594
2011,New Brunswick,India,43380265
2011,New Brunswick,Japan,4925
2011,New Brunswick,Middle East,55404185
2011,New Brunswick,Oceania,123520
2011,New Brunswick,Other,170440390
2011,New Brunswick,South & Central America,17003818
2011,New Brunswick,Taiwan,355010
2011,New Brunswick,United States,1086317071
2011,Newfoundland and Labrador,Africa,3553445
2011,Newfoundland and Labrador,Eurpoean Union,14300354
2011,Newfoundland and Labrador,India,11632287
2011,Newfoundland and Labrador,Middle East,5205498
2011,Newfoundland and Labrador,Other,118433
2011,Newfoundland and Labrador,South & Central America,40375337
2011,Newfoundland and Labrador,Taiwan,122589
2011,Newfoundland and Labrador,United States,84449675
2011,Northwest Territories,China,18250
2011,Northwest Territories,Eurpoean Union,28958
2011,Northwest Territories,United States,82781
2011,Nova Scotia,Africa,1215983
2011,Nova Scotia,China,7240716
2011,Nova Scotia,Eurpoean Union,103798005
2011,Nova Scotia,India,39919890
2011,Nova Scotia,Japan,927
2011,Nova Scotia,Middle East,35208492
2011,Nova Scotia,Oceania,1
2011,Nova Scotia,Other,30296557
2011,Nova Scotia,South & Central America,54054634
2011,Nova Scotia,South Korea,495050
2011,Nova Scotia,Taiwan,1580797
2011,Nova Scotia,United States,445744402
2011,Nunavut,China,68499
2011,Nunavut,Oceania,691
2011,Nunavut,South & Central America,20
2011,Ontario,Africa,2806607
2011,Ontario,China,68003209
2011,Ontario,Eurpoean Union,38501832
2011,Ontario,India,7469502
2011,Ontario,Japan,9415655
2011,Ontario,Middle East,10200173
2011,Ontario,Oceania,7374681
2011,Ontario,Other,8207415
2011,Ontario,South & Central America,90876152
2011,Ontario,South Korea,3906615
2011,Ontario,Taiwan,904535
2011,Ontario,United States,3962363147
2011,Prince Edward Island,Africa,29520
2011,Prince Edward Island,China,36491
2011,Prince Edward Island,Eurpoean Union,2228
2011,Prince Edward Island,Japan,34570
2011,Prince Edward Island,Middle East,16063
2011,Prince Edward Island,Oceania,3056
2011,Prince Edward Island,Other,9615
2011,Prince Edward Island,South & Central America,143634
2011,Prince Edward Island,United States,1554252
2011,Quebec,Africa,63677399
2011,Quebec,China,366910593
2011,Quebec,Eurpoean Union,421261162
2011,Quebec,India,247791505
2011,Quebec,Japan,15944499
2011,Quebec,Middle East,298754947
2011,Quebec,Oceania,7464731
2011,Quebec,Other,75644068
2011,Quebec,South & Central America,391922451
2011,Quebec,South Korea,15078355
2011,Quebec,Taiwan,12675777
2011,Quebec,United States,5357646828
2011,Saskatchewan,Africa,2699
2011,Saskatchewan,China,91665583
2011,Saskatchewan,Eurpoean Union,508866
2011,Saskatchewan,India,100
2011,Saskatchewan,Japan,25088
2011,Saskatchewan,Middle East,51
2011,Saskatchewan,Oceania,21151
2011,Saskatchewan,Other,94289628
2011,Saskatchewan,South & Central America,249390
2011,Saskatchewan,South Korea,8917121
2011,Saskatchewan,Taiwan,260679
2011,Saskatchewan,United States,77582030
2011,Yukon,United States,425638
2012,Canada,Africa,27077735
2012,Canada,China,4096223972
2012,Canada,Eurpoean Union,967543789
2012,Canada,India,338247293
2012,Canada,Japan,1324481449
2012,Canada,Middle East,348996555
2012,Canada,Oceania,147812407
2012,Canada,Other,602682272
2012,Canada,South & Central America,719353190
2012,Canada,South Korea,502605958
2012,Canada,Taiwan,217900426
2012,Canada,United States,15932713593
2012,Alberta,Africa,126696
2012,Alberta,China,436559110
2012,Alberta,Eurpoean Union,54427665
2012,Alberta,India,1797879
2012,Alberta,Japan,185369053
2012,Alberta,Middle East,4283531
2012,Alberta,Oceania,19922449
2012,Alberta,Other,34356791
2012,Alberta,South & Central America,41323247
2012,Alberta,South Korea,123316922
2012,Alberta,Taiwan,25177156
2012,Alberta,United States,1215831127
2012,British Columbia,Africa,1982868
2012,British Columbia,China,3049132948
2012,British Columbia,Eurpoean Union,467070204
2012,British Columbia,India,51919159
2012,British Columbia,Japan,1113155025
2012,British Columbia,Middle East,64486547
2012,British Columbia,Oceania,117879067
2012,British Columbia,Other,298186947
2012,British Columbia,South & Central America,124124198
2012,British Columbia,South Korea,309431738
2012,British Columbia,Taiwan,180150973
2012,British Columbia,United States,4270262493
2012,Manitoba,Africa,2078701
2012,Manitoba,China,534725
2012,Manitoba,Eurpoean Union,2192888
2012,Manitoba,India,837270
2012,Manitoba,Japan,86264
2012,Manitoba,Middle East,27227088
