Year,Jurisdiction,Trade Type,Commodity Group,Product,Quantity
2006,Canada,Imports,Wood-Fabricated Materials,Plywood (cubic metres),803012
2006,Canada,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),696643
2006,Canada,Imports,Wood-Fabricated Materials,Veneer (square metres),108628316
2006,Alberta,Imports,Primary Wood Products,Logs (cubic metres),3745
2006,Alberta,Imports,Pulp and Paper Products,Newsprint (tonnes),23
2006,Alberta,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),112686
2006,Alberta,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),10477
2006,Alberta,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),67795
2006,Alberta,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),5118
2006,Alberta,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),25865
2006,Alberta,Imports,Wood-Fabricated Materials,Plywood (cubic metres),23066
2006,Alberta,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),4154
2006,Alberta,Imports,Wood-Fabricated Materials,Veneer (square metres),2169441
2006,British Columbia,Imports,Primary Wood Products,Logs (cubic metres),11500
2006,British Columbia,Imports,Primary Wood Products,Pulpwood (cubic metres),35964
2006,British Columbia,Imports,Pulp and Paper Products,Newsprint (tonnes),28924
2006,British Columbia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),283063
2006,British Columbia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),119575
2006,British Columbia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),88207
2006,British Columbia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),13610
2006,British Columbia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),172311
2006,British Columbia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),282876
2006,British Columbia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),228950
2006,British Columbia,Imports,Wood-Fabricated Materials,Veneer (square metres),13395780
2006,Manitoba,Imports,Primary Wood Products,Logs (cubic metres),1294
2006,Manitoba,Imports,Pulp and Paper Products,Newsprint (tonnes),253
2006,Manitoba,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),132757
2006,Manitoba,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),140
2006,Manitoba,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),55396
2006,Manitoba,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),13890
2006,Manitoba,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),4866
2006,Manitoba,Imports,Wood-Fabricated Materials,Plywood (cubic metres),34808
2006,Manitoba,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3377
2006,Manitoba,Imports,Wood-Fabricated Materials,Veneer (square metres),1138371
2006,New Brunswick,Imports,Primary Wood Products,Logs (cubic metres),940194
2006,New Brunswick,Imports,Primary Wood Products,Pulpwood (cubic metres),11716
2006,New Brunswick,Imports,Pulp and Paper Products,Newsprint (tonnes),1168
2006,New Brunswick,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),59903
2006,New Brunswick,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),6417
2006,New Brunswick,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),42188
2006,New Brunswick,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),33520
2006,New Brunswick,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),1399
2006,New Brunswick,Imports,Wood-Fabricated Materials,Plywood (cubic metres),10187
2006,New Brunswick,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),58469
2006,New Brunswick,Imports,Wood-Fabricated Materials,Veneer (square metres),4930545
2006,Newfoundland and Labrador,Imports,Primary Wood Products,Logs (cubic metres),25
2006,Newfoundland and Labrador,Imports,Pulp and Paper Products,Newsprint (tonnes),0
2006,Newfoundland and Labrador,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),4060
2006,Newfoundland and Labrador,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),66
2006,Newfoundland and Labrador,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),52
2006,Newfoundland and Labrador,Imports,Wood-Fabricated Materials,Plywood (cubic metres),28
2006,Nova Scotia,Imports,Primary Wood Products,Logs (cubic metres),14
2006,Nova Scotia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),13952
2006,Nova Scotia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),7
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),306
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),94
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),320
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),1814
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1493
2006,Nova Scotia,Imports,Wood-Fabricated Materials,Veneer (square metres),1182451
2006,Ontario,Imports,Primary Wood Products,Logs (cubic metres),205165
2006,Ontario,Imports,Primary Wood Products,Pulpwood (cubic metres),86654
2006,Ontario,Imports,Pulp and Paper Products,Newsprint (tonnes),17085
2006,Ontario,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),1821078
2006,Ontario,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),86183
2006,Ontario,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),599199
2006,Ontario,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),66791
2006,Ontario,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),228220
2006,Ontario,Imports,Wood-Fabricated Materials,Plywood (cubic metres),298489
2006,Ontario,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),203351
2006,Ontario,Imports,Wood-Fabricated Materials,Veneer (square metres),71702971
2006,Prince Edward Island,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),24
2006,Prince Edward Island,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1
2006,Quebec,Imports,Primary Wood Products,Logs (cubic metres),3706114
2006,Quebec,Imports,Primary Wood Products,Pulpwood (cubic metres),753817
2006,Quebec,Imports,Pulp and Paper Products,Newsprint (tonnes),3485
2006,Quebec,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),593138
2006,Quebec,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),89600
2006,Quebec,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),182551
2006,Quebec,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),29899
2006,Quebec,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),173223
2006,Quebec,Imports,Wood-Fabricated Materials,Plywood (cubic metres),149680
2006,Quebec,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),194617
2006,Quebec,Imports,Wood-Fabricated Materials,Veneer (square metres),13322152
2006,Saskatchewan,Imports,Primary Wood Products,Logs (cubic metres),362
2006,Saskatchewan,Imports,Pulp and Paper Products,Newsprint (tonnes),69
2006,Saskatchewan,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),12120
2006,Saskatchewan,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),5
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),7395
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),688
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),2198
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Plywood (cubic metres),2064
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2232
2006,Saskatchewan,Imports,Wood-Fabricated Materials,Veneer (square metres),786605
2006,Yukon,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2007,Canada,Imports,Primary Wood Products,Logs (cubic metres),4096309
2007,Canada,Imports,Primary Wood Products,Pulpwood (cubic metres),1012967
2007,Canada,Imports,Pulp and Paper Products,Newsprint (tonnes),56864
2007,Canada,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),3038687
2007,Canada,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),708738
2007,Canada,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1076318
2007,Canada,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),127082
2007,Canada,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),2624444
2007,Canada,Imports,Wood-Fabricated Materials,Plywood (cubic metres),924455
2007,Canada,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),745584
2007,Canada,Imports,Wood-Fabricated Materials,Veneer (square metres),122071987
2007,Alberta,Imports,Primary Wood Products,Logs (cubic metres),1568
2007,Alberta,Imports,Pulp and Paper Products,Newsprint (tonnes),13
2007,Alberta,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),102929
2007,Alberta,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),2606
2007,Alberta,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),67714
2007,Alberta,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),11982
2007,Alberta,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),1439273
2007,Alberta,Imports,Wood-Fabricated Materials,Plywood (cubic metres),27469
2007,Alberta,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),7055
2007,Alberta,Imports,Wood-Fabricated Materials,Veneer (square metres),696450
2007,British Columbia,Imports,Primary Wood Products,Logs (cubic metres),63505
2007,British Columbia,Imports,Primary Wood Products,Pulpwood (cubic metres),46460
2007,British Columbia,Imports,Pulp and Paper Products,Newsprint (tonnes),31202
2007,British Columbia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),322790
2007,British Columbia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),497765
2007,British Columbia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),65774
2007,British Columbia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),6722
2007,British Columbia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),667181
2007,British Columbia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),292689
2007,British Columbia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),314776
2007,British Columbia,Imports,Wood-Fabricated Materials,Veneer (square metres),9596632
2007,Manitoba,Imports,Primary Wood Products,Logs (cubic metres),1252
2007,Manitoba,Imports,Primary Wood Products,Pulpwood (cubic metres),445
2007,Manitoba,Imports,Pulp and Paper Products,Newsprint (tonnes),221
2007,Manitoba,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),154370
2007,Manitoba,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),801
2007,Manitoba,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),81873
2007,Manitoba,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),9276
2007,Manitoba,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),4855
2007,Manitoba,Imports,Wood-Fabricated Materials,Plywood (cubic metres),52433
2007,Manitoba,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),4320
2007,Manitoba,Imports,Wood-Fabricated Materials,Veneer (square metres),1199860
2007,New Brunswick,Imports,Primary Wood Products,Logs (cubic metres),812948
2007,New Brunswick,Imports,Primary Wood Products,Pulpwood (cubic metres),5244
2007,New Brunswick,Imports,Pulp and Paper Products,Newsprint (tonnes),219
2007,New Brunswick,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),70334
2007,New Brunswick,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),8773
2007,New Brunswick,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),34919
2007,New Brunswick,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),41963
2007,New Brunswick,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),3900
2007,New Brunswick,Imports,Wood-Fabricated Materials,Plywood (cubic metres),4604
2007,New Brunswick,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),85742
2007,New Brunswick,Imports,Wood-Fabricated Materials,Veneer (square metres),5222069
2007,Newfoundland and Labrador,Imports,Pulp and Paper Products,Newsprint (tonnes),19
2007,Newfoundland and Labrador,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),2585
2007,Nova Scotia,Imports,Primary Wood Products,Logs (cubic metres),36
2007,Nova Scotia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),15979
2007,Nova Scotia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),7
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),341
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),852
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),925
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),2113
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1310
2007,Nova Scotia,Imports,Wood-Fabricated Materials,Veneer (square metres),1889851
2007,Ontario,Imports,Primary Wood Products,Logs (cubic metres),181703
2007,Ontario,Imports,Primary Wood Products,Pulpwood (cubic metres),60214
2007,Ontario,Imports,Pulp and Paper Products,Newsprint (tonnes),20527
2007,Ontario,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),1776053
2007,Ontario,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),115939
2007,Ontario,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),617483
2007,Ontario,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),52956
2007,Ontario,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),408164
2007,Ontario,Imports,Wood-Fabricated Materials,Plywood (cubic metres),294356
2007,Ontario,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),161224
2007,Ontario,Imports,Wood-Fabricated Materials,Veneer (square metres),87458801
2007,Prince Edward Island,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2007,Prince Edward Island,Imports,Wood-Fabricated Materials,Plywood (cubic metres),3
2007,Prince Edward Island,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),242
2007,Quebec,Imports,Primary Wood Products,Logs (cubic metres),3035143
2007,Quebec,Imports,Primary Wood Products,Pulpwood (cubic metres),900604
2007,Quebec,Imports,Pulp and Paper Products,Newsprint (tonnes),4565
2007,Quebec,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),584229
2007,Quebec,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),82117
2007,Quebec,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),200495
2007,Quebec,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),2553
2007,Quebec,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),94202
2007,Quebec,Imports,Wood-Fabricated Materials,Plywood (cubic metres),246730
2007,Quebec,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),168998
2007,Quebec,Imports,Wood-Fabricated Materials,Veneer (square metres),15089694
2007,Saskatchewan,Imports,Primary Wood Products,Logs (cubic metres),154
2007,Saskatchewan,Imports,Pulp and Paper Products,Newsprint (tonnes),98
2007,Saskatchewan,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),9416
2007,Saskatchewan,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),454
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),7719
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),778
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),5944
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Plywood (cubic metres),4016
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1917
2007,Saskatchewan,Imports,Wood-Fabricated Materials,Veneer (square metres),918630
2007,Yukon,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),1
2007,Yukon,Imports,Wood-Fabricated Materials,Plywood (cubic metres),42
2008,Canada,Imports,Primary Wood Products,Logs (cubic metres),3768039
2008,Canada,Imports,Primary Wood Products,Pulpwood (cubic metres),844367
2008,Canada,Imports,Pulp and Paper Products,Newsprint (tonnes),74510
2008,Canada,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),2871986
2008,Canada,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),317588
2008,Canada,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1045370
2008,Canada,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),134974
2008,Canada,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),2538985
2008,Canada,Imports,Wood-Fabricated Materials,Plywood (cubic metres),2263231
2008,Canada,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),900365
2008,Canada,Imports,Wood-Fabricated Materials,Veneer (square metres),83192563
2008,Alberta,Imports,Primary Wood Products,Logs (cubic metres),5220
2008,Alberta,Imports,Primary Wood Products,Pulpwood (cubic metres),185
2008,Alberta,Imports,Pulp and Paper Products,Newsprint (tonnes),2
2008,Alberta,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),100403
2008,Alberta,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),114
2008,Alberta,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),63220
2008,Alberta,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),10244
2008,Alberta,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),690969
2008,Alberta,Imports,Wood-Fabricated Materials,Plywood (cubic metres),59786
2008,Alberta,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),6823
2008,Alberta,Imports,Wood-Fabricated Materials,Veneer (square metres),362606
2008,British Columbia,Imports,Primary Wood Products,Logs (cubic metres),25538
2008,British Columbia,Imports,Primary Wood Products,Pulpwood (cubic metres),41199
2008,British Columbia,Imports,Pulp and Paper Products,Newsprint (tonnes),47902
2008,British Columbia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),280270
2008,British Columbia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),90561
2008,British Columbia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),74840
2008,British Columbia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),14751
2008,British Columbia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),890753
2008,British Columbia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),958446
2008,British Columbia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),390863
2008,British Columbia,Imports,Wood-Fabricated Materials,Veneer (square metres),2992967
2008,Manitoba,Imports,Primary Wood Products,Logs (cubic metres),7227
2008,Manitoba,Imports,Primary Wood Products,Pulpwood (cubic metres),24
2008,Manitoba,Imports,Pulp and Paper Products,Newsprint (tonnes),52
2008,Manitoba,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),135766
2008,Manitoba,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),188
2008,Manitoba,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),84623
2008,Manitoba,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),4052
2008,Manitoba,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),173422
2008,Manitoba,Imports,Wood-Fabricated Materials,Plywood (cubic metres),157461
2008,Manitoba,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),11175
2008,Manitoba,Imports,Wood-Fabricated Materials,Veneer (square metres),1813629
2008,New Brunswick,Imports,Primary Wood Products,Logs (cubic metres),583004
2008,New Brunswick,Imports,Primary Wood Products,Pulpwood (cubic metres),680
2008,New Brunswick,Imports,Pulp and Paper Products,Newsprint (tonnes),49
2008,New Brunswick,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),72789
2008,New Brunswick,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),16288
2008,New Brunswick,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),29413
2008,New Brunswick,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),20600
2008,New Brunswick,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),4183
2008,New Brunswick,Imports,Wood-Fabricated Materials,Plywood (cubic metres),20306
2008,New Brunswick,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),71710
2008,New Brunswick,Imports,Wood-Fabricated Materials,Veneer (square metres),4419796
2008,Newfoundland and Labrador,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),3281
2008,Newfoundland and Labrador,Imports,Wood-Fabricated Materials,Plywood (cubic metres),15
2008,Nova Scotia,Imports,Pulp and Paper Products,Newsprint (tonnes),0
2008,Nova Scotia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),11476
2008,Nova Scotia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),7
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),989
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),6752
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),2582
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),2526
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1975
2008,Nova Scotia,Imports,Wood-Fabricated Materials,Veneer (square metres),2348951
2008,Ontario,Imports,Primary Wood Products,Logs (cubic metres),212925
2008,Ontario,Imports,Primary Wood Products,Pulpwood (cubic metres),201152
2008,Ontario,Imports,Pulp and Paper Products,Newsprint (tonnes),21071
2008,Ontario,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),1598449
2008,Ontario,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),131233
2008,Ontario,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),625287
2008,Ontario,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),63337
2008,Ontario,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),508038
2008,Ontario,Imports,Wood-Fabricated Materials,Plywood (cubic metres),710866
2008,Ontario,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),242645
2008,Ontario,Imports,Wood-Fabricated Materials,Veneer (square metres),57660240
2008,Prince Edward Island,Imports,Wood-Fabricated Materials,Plywood (cubic metres),80
2008,Prince Edward Island,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),586
2008,Quebec,Imports,Primary Wood Products,Logs (cubic metres),2932831
2008,Quebec,Imports,Primary Wood Products,Pulpwood (cubic metres),601127
2008,Quebec,Imports,Pulp and Paper Products,Newsprint (tonnes),5392
2008,Quebec,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),657713
2008,Quebec,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),78958
2008,Quebec,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),155463
2008,Quebec,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),10492
2008,Quebec,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),258126
2008,Quebec,Imports,Wood-Fabricated Materials,Plywood (cubic metres),347980
2008,Quebec,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),170785
2008,Quebec,Imports,Wood-Fabricated Materials,Veneer (square metres),12686905
2008,Saskatchewan,Imports,Primary Wood Products,Logs (cubic metres),1294
2008,Saskatchewan,Imports,Pulp and Paper Products,Newsprint (tonnes),42
2008,Saskatchewan,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),11839
2008,Saskatchewan,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),58
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),11535
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),4726
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),10912
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Plywood (cubic metres),5710
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3692
2008,Saskatchewan,Imports,Wood-Fabricated Materials,Veneer (square metres),907469
2008,Yukon,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2008,Yukon,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),20
2008,Yukon,Imports,Wood-Fabricated Materials,Plywood (cubic metres),55
2008,Yukon,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),111
2009,Canada,Imports,Primary Wood Products,Logs (cubic metres),3601929
2009,Canada,Imports,Primary Wood Products,Pulpwood (cubic metres),954033
2009,Canada,Imports,Pulp and Paper Products,Newsprint (tonnes),63333
2009,Canada,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),2617663
2009,Canada,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),245501
2009,Canada,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),843724
2009,Canada,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),97236
2009,Canada,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),580579
2009,Canada,Imports,Wood-Fabricated Materials,Plywood (cubic metres),932733
2009,Canada,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),944169
2009,Canada,Imports,Wood-Fabricated Materials,Veneer (square metres),65529472
2009,Alberta,Imports,Primary Wood Products,Logs (cubic metres),2927
2009,Alberta,Imports,Pulp and Paper Products,Newsprint (tonnes),2
2009,Alberta,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),94717
2009,Alberta,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),399
2009,Alberta,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),39137
2009,Alberta,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),9613
2009,Alberta,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),44533
2009,Alberta,Imports,Wood-Fabricated Materials,Plywood (cubic metres),41426
2009,Alberta,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),6230
2009,Alberta,Imports,Wood-Fabricated Materials,Veneer (square metres),239402
2009,British Columbia,Imports,Primary Wood Products,Logs (cubic metres),27417
2009,British Columbia,Imports,Primary Wood Products,Pulpwood (cubic metres),11243
2009,British Columbia,Imports,Pulp and Paper Products,Newsprint (tonnes),32500
2009,British Columbia,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),236454
2009,British Columbia,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),17636
2009,British Columbia,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),70007
2009,British Columbia,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),7566
2009,British Columbia,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),252023
2009,British Columbia,Imports,Wood-Fabricated Materials,Plywood (cubic metres),328008
2009,British Columbia,Imports,Wood-Fabricated Materials,Softwood lumber (cubic metres),465261
2009,British Columbia,Imports,Wood-Fabricated Materials,Veneer (square metres),2752128
2009,Manitoba,Imports,Primary Wood Products,Logs (cubic metres),427
2009,Manitoba,Imports,Pulp and Paper Products,Newsprint (tonnes),51
2009,Manitoba,Imports,Pulp and Paper Products,Other paper and paperboard (tonnes),127537
2009,Manitoba,Imports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),724
2009,Manitoba,Imports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),44522
2009,Manitoba,Imports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),3682
2009,Manitoba,Imports,Wood-Fabricated Materials,Particleboard (cubic metres),15114
2009,Manitoba,Imports,Wood-Fabricated Materials,Plywood (cubic metres),49791
