Year,Jurisdiction,Commodity,Trade type,Value (dollars),Unit of measure,Quantity
2021,Canada,Maple syrup,Exports,34793096,Liters,3107777
2021,Canada,Maple syrup,Exports,39535031,Liters,3694794
2021,Canada,Maple syrup,Imports,57319,Liters,4771
2021,Canada,Maple syrup,Imports,4230680,Liters,576944
2021,Canada,Maple syrup,Imports,156942,Liters,17733
2021,Canada,Maple syrup,Imports,233079,Liters,26026
2021,Canada,Maple syrup,Imports,1993205,Liters,260186
2021,Canada,Maple syrup,Imports,115472,Liters,7332
2021,Canada,Maple syrup,Imports,24577,Liters,1351
2021,Canada,Maple syrup,Imports,119271,Liters,7952
2021,Canada,Maple syrup,Imports,74175,Liters,7561
2021,Canada,Maple syrup,Imports,615985,Liters,82110
2021,Canada,Maple syrup,Imports,3001752,Liters,397612
2021,Canada,Maple syrup,Imports,337005,Liters,36790
2022,Canada,Maple sugar,Exports,2964250,Metric Tonne,295
2022,Canada,Maple sugar,Exports,2739465,Metric Tonne,322
2022,Canada,Maple sugar,Exports,2511045,Metric Tonne,235
2022,Canada,Maple sugar,Exports,3188036,Metric Tonne,322
2022,Canada,Maple sugar,Exports,1785702,Metric Tonne,184
2022,Canada,Maple sugar,Exports,1786257,Metric Tonne,166
2022,Canada,Maple sugar,Exports,1645312,Metric Tonne,151
2022,Canada,Maple sugar,Exports,3000028,Metric Tonne,260
2022,Canada,Maple sugar,Exports,2695290,Metric Tonne,290
2022,Canada,Maple sugar,Exports,3262030,Metric Tonne,296
2022,Canada,Maple sugar,Exports,2587510,Metric Tonne,253
2022,Canada,Maple sugar,Exports,1372222,Metric Tonne,155
2022,Canada,Maple sugar,Imports,6187,Metric Tonne,2
2022,Canada,Maple sugar,Imports,7007,Metric Tonne,2
2022,Canada,Maple sugar,Imports,40182,Metric Tonne,10
2022,Canada,Maple sugar,Imports,1232,Metric Tonne,0
2022,Canada,Maple sugar,Imports,1394,Metric Tonne,0
2022,Canada,Maple sugar,Imports,23,Metric Tonne,0
2022,Canada,Maple sugar,Imports,4210,Metric Tonne,1
2022,Canada,Maple sugar,Imports,342,Metric Tonne,0
2022,Canada,Maple sugar,Imports,3800,Metric Tonne,1
2022,Canada,Maple sugar,Imports,25587,Metric Tonne,6
2022,Canada,Maple sugar,Imports,3064,Metric Tonne,1
2022,Canada,Maple syrup,Exports,8327313,Liters,655102
2022,Canada,Maple syrup,Exports,10700088,Liters,800314
2022,Canada,Maple syrup,Exports,7988889,Liters,595394
2022,Canada,Maple syrup,Exports,6930647,Liters,548220
2022,Canada,Maple syrup,Exports,6515563,Liters,508847
2022,Canada,Maple syrup,Exports,9124290,Liters,679039
2022,Canada,Maple syrup,Exports,9836201,Liters,735151
2022,Canada,Maple syrup,Exports,10092205,Liters,783216
2022,Canada,Maple syrup,Exports,8659557,Liters,705461
2022,Canada,Maple syrup,Exports,7690605,Liters,559578
2022,Canada,Maple syrup,Exports,10171904,Liters,801789
2022,Canada,Maple syrup,Exports,7430575,Liters,567466
2022,Canada,Maple syrup,Exports,46572836,Liters,4385602
2022,Canada,Maple syrup,Exports,46319210,Liters,3891504
2022,Canada,Maple syrup,Exports,34955000,Liters,3088712
2022,Canada,Maple syrup,Exports,35020143,Liters,2952497
2022,Canada,Maple syrup,Exports,42173671,Liters,3922713
2022,Canada,Maple syrup,Exports,38743664,Liters,3541992
2022,Canada,Maple syrup,Exports,38584829,Liters,3248188
2022,Canada,Maple syrup,Exports,46935424,Liters,4325146
2022,Canada,Maple syrup,Exports,43811160,Liters,3675790
2022,Canada,Maple syrup,Exports,29636627,Liters,2609065
2022,Canada,Maple syrup,Exports,44023766,Liters,3714984
2022,Canada,Maple syrup,Exports,36853342,Liters,3249061
2022,Canada,Maple syrup,Imports,5423865,Liters,740225
2022,Canada,Maple syrup,Imports,1494545,Liters,194843
2022,Canada,Maple syrup,Imports,5672957,Liters,758086
2022,Canada,Maple syrup,Imports,1993385,Liters,260348
2022,Canada,Maple syrup,Imports,80606,Liters,16665
2022,Canada,Maple syrup,Imports,357599,Liters,24518
2022,Canada,Maple syrup,Imports,523245,Liters,73183
2022,Canada,Maple syrup,Imports,87277,Liters,4661
2022,Canada,Maple syrup,Imports,146088,Liters,11161
2022,Canada,Maple syrup,Imports,743728,Liters,74424
2022,Canada,Maple syrup,Imports,123901,Liters,10295
2022,Canada,Maple syrup,Imports,199324,Liters,17298
2023,Canada,Maple sugar,Exports,2124437,Metric Tonne,263
2023,Canada,Maple sugar,Imports,220,Metric Tonne,0
2023,Canada,Maple syrup,Exports,15812812,Liters,1128803
2023,Canada,Maple syrup,Exports,31257163,Liters,2672147
2023,Canada,Maple syrup,Imports,305751,Liters,32301
