Year,Jurisdiction,Trade Type,Commodity Group,Product,Quantity
2010,Quebec,Exports,Primary Wood Products,Logs (cubic metres),21144
2010,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),3044
2010,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),2497011
2010,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),2585796
2010,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1197286
2010,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),258878
2010,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),428294
2010,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),510386
2010,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),61451
2010,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3392187
2010,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),44218116
2010,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),57
2010,Saskatchewan,Exports,Primary Wood Products,Pulpwood (cubic metres),429
2010,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),1144
2010,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),183
2010,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),308135
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),23
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),161345
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),549
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),84
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),102176
2010,Saskatchewan,Exports,Wood-Fabricated Materials,Veneer (square metres),372
2010,Yukon,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),92
2010,Yukon,Exports,Wood-Fabricated Materials,Veneer (square metres),54
2011,Canada,Exports,Primary Wood Products,Logs (cubic metres),5369565
2011,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),325037
2011,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),4168773
2011,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),4967033
2011,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),9675844
2011,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),377807
2011,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),3073596
2011,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),686493
2011,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),379849
2011,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),33090348
2011,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),183989118
2011,Alberta,Exports,Primary Wood Products,Logs (cubic metres),968
2011,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),183145
2011,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),44173
2011,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1971797
2011,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),790
2011,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),373036
2011,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),2832
2011,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),21956
2011,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2501699
2011,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),5285573
2011,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),164798
2011,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),286485
2011,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),843687
2011,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),4096660
2011,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),14254
2011,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1301131
2011,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),10581
2011,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),220698
2011,British Columbia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),22887476
2011,British Columbia,Exports,Wood-Fabricated Materials,Veneer (square metres),142446297
2011,Manitoba,Exports,Primary Wood Products,Logs (cubic metres),118
2011,Manitoba,Exports,Primary Wood Products,Pulpwood (cubic metres),180
2011,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),21
2011,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),136447
2011,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),2999
2011,Manitoba,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),194
2011,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),138505
2011,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),171
2011,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),1547
2011,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),10982
2011,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),1740
2011,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),1270
2011,New Brunswick,Exports,Primary Wood Products,Pulpwood (cubic metres),6016
2011,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),4598
2011,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),536588
2011,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),666515
2011,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),17545
2011,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),13191
2011,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),336
2011,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1977914
2011,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),415931
2011,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),252694
2011,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),8277
2011,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),17
2011,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),28675
2011,Northwest Territories,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),48
2011,Northwest Territories,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),246
2011,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),340
2011,Nova Scotia,Exports,Primary Wood Products,Pulpwood (cubic metres),819
2011,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),347103
2011,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),263074
2011,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),204394
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1688
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),136
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),25
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),732
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),457348
2011,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),7065
2011,Nunavut,Exports,Primary Wood Products,Logs (cubic metres),32
2011,Nunavut,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),56
2011,Ontario,Exports,Primary Wood Products,Logs (cubic metres),50132
2011,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),152142
2011,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),716340
2011,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),686739
2011,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1343941
2011,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),112824
2011,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),618243
2011,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),184931
2011,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),69694
2011,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1334786
2011,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),3429155
2011,Prince Edward Island,Exports,Pulp and Paper Products,Newsprint (tonnes),20
2011,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),79
2011,Prince Edward Island,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),90
2011,Prince Edward Island,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),45
2011,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),199
2011,Prince Edward Island,Exports,Wood-Fabricated Materials,Veneer (square metres),4866
2011,Quebec,Exports,Primary Wood Products,Logs (cubic metres),31080
2011,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),759
2011,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),2378347
2011,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),2447789
2011,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1023050
2011,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),230392
2011,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),339483
2011,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),474364
2011,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),64552
2011,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3791899
2011,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),37684064
2011,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),52
2011,Saskatchewan,Exports,Primary Wood Products,Pulpwood (cubic metres),323
2011,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),20
2011,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),132
2011,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),361072
2011,Saskatchewan,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),19
2011,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),303062
2011,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),398
2011,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),317
2011,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),99124
2012,Canada,Exports,Primary Wood Products,Logs (cubic metres),5682159
2012,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),418645
2012,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),3496637
2012,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),4438947
2012,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),9914534
2012,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),485535
2012,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),3379798
2012,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),812408
2012,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),307041
2012,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),34559634
2012,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),209426290
2012,Alberta,Exports,Primary Wood Products,Logs (cubic metres),1644
2012,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),183647
2012,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),38716
2012,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),2324679
2012,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),484
2012,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),262967
2012,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),500
2012,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),30926
2012,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2579727
2012,Alberta,Exports,Wood-Fabricated Materials,Veneer (square metres),2916
2012,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),5584165
2012,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),146871
2012,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),388613
2012,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),828884
2012,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),4445660
2012,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),17247
2012,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1329317
2012,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),8395
2012,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),133036
2012,British Columbia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),24173305
2012,British Columbia,Exports,Wood-Fabricated Materials,Veneer (square metres),169120947
2012,Manitoba,Exports,Primary Wood Products,Logs (cubic metres),169
2012,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),64
2012,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),145982
2012,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),729
2012,Manitoba,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),65
2012,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),173943
2012,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),417
2012,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),1032
2012,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),25743
2012,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),11479
2012,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),4952
2012,New Brunswick,Exports,Primary Wood Products,Pulpwood (cubic metres),7488
2012,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),2988
2012,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),522716
2012,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),653202
2012,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),116004
2012,New Brunswick,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),496
2012,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),17295
2012,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),422
2012,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1980056
2012,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),690454
2012,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),182378
2012,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),352
2012,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),6
2012,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),29731
2012,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Veneer (square metres),39
2012,Northwest Territories,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),29
2012,Northwest Territories,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),42
2012,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),9
2012,Nova Scotia,Exports,Primary Wood Products,Pulpwood (cubic metres),2506
2012,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),104352
2012,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),62709
2012,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),245690
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),403
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),8844
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),33
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),581
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),413057
2012,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),298
2012,Nunavut,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2012,Ontario,Exports,Primary Wood Products,Logs (cubic metres),71550
2012,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),252685
2012,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),581474
2012,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),660570
2012,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),842965
2012,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),116384
2012,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),694392
2012,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),170228
2012,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),74261
2012,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1545627
2012,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),3774823
2012,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2012,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),457
2012,Quebec,Exports,Primary Wood Products,Logs (cubic metres),19568
2012,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),9095
2012,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),2052900
2012,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),2178924
2012,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1031135
2012,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),234919
2012,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),398829
2012,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),614810
2012,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),66093
2012,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3579862
2012,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),35825216
2012,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),102
2012,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),221
2012,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),91
2012,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),363964
2012,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),511010
2012,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),730
2012,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),684
2012,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),231956
2012,Saskatchewan,Exports,Wood-Fabricated Materials,Veneer (square metres),118
2012,Yukon,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),2
2012,Yukon,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),71
2013,Canada,Exports,Primary Wood Products,Logs (cubic metres),6822623
2013,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),183598
2013,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),3657892
2013,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),4637668
2013,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),9826635
2013,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),469970
2013,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),3892438
2013,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),878791
2013,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),439759
2013,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),38274919
2013,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),222688674
2013,Alberta,Exports,Primary Wood Products,Logs (cubic metres),1925
2013,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),175325
2013,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),35502
2013,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),2151044
2013,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),549
2013,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),398691
2013,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),251
2013,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),30569
2013,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2842059
2013,Alberta,Exports,Wood-Fabricated Materials,Veneer (square metres),3190
2013,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),6665006
2013,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),1404
2013,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),448280
2013,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),789522
2013,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),4153710
2013,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),21596
2013,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1381666
2013,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),3461
2013,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),179268
2013,British Columbia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),25881561
2013,British Columbia,Exports,Wood-Fabricated Materials,Veneer (square metres),178535546
2013,Manitoba,Exports,Primary Wood Products,Logs (cubic metres),56
2013,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),45
2013,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),143818
2013,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),370
2013,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),212995
2013,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),140
2013,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),673
2013,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),43242
2013,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),55633
2013,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),4449
2013,New Brunswick,Exports,Primary Wood Products,Pulpwood (cubic metres),1614
2013,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),1906
2013,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),496079
2013,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),671685
2013,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),14481
2013,New Brunswick,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1528
2013,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),17559
2013,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),80
2013,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2167297
2013,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),470130
2013,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),155825
2013,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),40
2013,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),25
2013,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),2
2013,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),37665
2013,Northwest Territories,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),43
2013,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),24
2013,Nova Scotia,Exports,Primary Wood Products,Pulpwood (cubic metres),241
2013,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),84596
2013,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),297987
2013,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),294801
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),218
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),21814
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),122
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),877
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),532431
2013,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),12
2013,Ontario,Exports,Primary Wood Products,Logs (cubic metres),138117
2013,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),178137
2013,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),570085
2013,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),645780
2013,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),695109
2013,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),152308
2013,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),741083
2013,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),173785
2013,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),137625
2013,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1865221
2013,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),3769959
2013,Prince Edward Island,Exports,Pulp and Paper Products,Newsprint (tonnes),741
2013,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),84
2013,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),86
2013,Quebec,Exports,Primary Wood Products,Logs (cubic metres),13046
2013,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),2202
2013,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),2221070
2013,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),2228621
2013,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1493205
2013,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),280793
2013,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),562805
2013,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),683151
2013,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),90123
2013,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),4696981
2013,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),39854204
2013,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),19
2013,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),234
2013,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),361115
2013,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),571856
2013,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),322
2013,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),542
