Year,Jurisdiction,Trade Type,Commodity Group,Product,Quantity
2005,Manitoba,Exports,Primary Wood Products,Pulpwood (cubic metres),7838
2005,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),155759
2005,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),118822
2005,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),846
2005,Manitoba,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),20730
2005,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),423364
2005,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),2072
2005,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),3029
2005,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),438956
2005,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),19341
2005,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),7002
2005,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),229001
2005,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),614941
2005,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),506537
2005,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),40599
2005,New Brunswick,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),337238
2005,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),49907
2005,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),405
2005,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2650956
2005,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),1092446
2005,Newfoundland and Labrador,Exports,Primary Wood Products,Logs (cubic metres),48
2005,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),732300
2005,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),23087
2005,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),2
2005,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),41
2005,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),64033
2005,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Veneer (square metres),953
2005,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),3392
2005,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),387446
2005,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),299782
2005,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),450353
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1156
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),156
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),17
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),167
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1191062
2005,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),60233
2005,Ontario,Exports,Primary Wood Products,Logs (cubic metres),166133
2005,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),232403
2005,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),1454936
2005,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1993385
2005,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1286906
2005,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),504794
2005,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),2294212
2005,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),112394
2005,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),328532
2005,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),4791763
2005,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),68648646
2005,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),122
2005,Prince Edward Island,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),93
2005,Prince Edward Island,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),174
2005,Prince Edward Island,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),56
2005,Prince Edward Island,Exports,Wood-Fabricated Materials,Plywood (cubic metres),35
2005,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),91955
2005,Quebec,Exports,Primary Wood Products,Logs (cubic metres),32418
2005,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),3253923
2005,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),3322463
2005,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1510515
2005,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),630982
2005,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1374701
2005,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),613843
2005,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),159159
2005,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),8266551
2005,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),69462555
2005,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),4473
2005,Saskatchewan,Exports,Primary Wood Products,Pulpwood (cubic metres),5826
2005,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),168
2005,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),185331
2005,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),428719
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),869
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),852472
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),1681
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),465
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),689700
2005,Saskatchewan,Exports,Wood-Fabricated Materials,Veneer (square metres),21941
2005,Yukon,Exports,Primary Wood Products,Logs (cubic metres),71
2005,Yukon,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),5
2006,Canada,Exports,Primary Wood Products,Logs (cubic metres),4492793
2006,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),145733
2006,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),6703809
2006,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),7601664
2006,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),10898318
2006,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),1085732
2006,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),8927028
2006,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),788745
2006,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),971974
2006,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),52634836
2006,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),382653692
2006,Alberta,Exports,Primary Wood Products,Logs (cubic metres),2295
2006,Alberta,Exports,Primary Wood Products,Pulpwood (cubic metres),143
2006,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),186776
2006,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),66073
2006,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1967631
2006,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),28677
2006,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1811390
2006,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),6156
2006,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),41168
2006,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3466041
2006,Alberta,Exports,Wood-Fabricated Materials,Veneer (square metres),159098
2006,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),4270543
2006,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),43237
2006,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),870907
2006,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1508284
2006,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),4718530
2006,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),105933
2006,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1973125
2006,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),218709
2006,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),480589
2006,British Columbia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),32829359
2006,British Columbia,Exports,Wood-Fabricated Materials,Veneer (square metres),254236309
2006,Manitoba,Exports,Primary Wood Products,Logs (cubic metres),524
2006,Manitoba,Exports,Primary Wood Products,Pulpwood (cubic metres),766
2006,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),154199
2006,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),119797
2006,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),494
2006,Manitoba,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),14487
2006,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),372490
2006,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),137
2006,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),1096
2006,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),381367
2006,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),24499
2006,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),4816
2006,New Brunswick,Exports,Primary Wood Products,Pulpwood (cubic metres),156
2006,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),203798
2006,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),747325
2006,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),702643
2006,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),35898
2006,New Brunswick,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),312583
2006,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),53295
2006,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),867
2006,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2315510
2006,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),470812
2006,Newfoundland and Labrador,Exports,Primary Wood Products,Logs (cubic metres),64
2006,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),646822
2006,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),13993
2006,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),137
2006,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),43
2006,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),42319
2006,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Veneer (square metres),1500
2006,Northwest Territories,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),0
2006,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),1554
2006,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),254825
2006,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),85702
2006,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),386858
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),2324
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),215
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),7
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),643
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),1163307
2006,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),202
2006,Nunavut,Exports,Primary Wood Products,Logs (cubic metres),30
2006,Nunavut,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),135
2006,Ontario,Exports,Primary Wood Products,Logs (cubic metres),180093
2006,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),68345
2006,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),1228303
2006,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1605023
2006,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1047852
2006,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),367693
2006,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),2002146
2006,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),124741
2006,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),332527
2006,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),4568345
2006,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),57152795
2006,Prince Edward Island,Exports,Primary Wood Products,Logs (cubic metres),120
2006,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),297
2006,Prince Edward Island,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),16
2006,Prince Edward Island,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),91
2006,Prince Edward Island,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),137
2006,Prince Edward Island,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),5
2006,Prince Edward Island,Exports,Wood-Fabricated Materials,Plywood (cubic metres),92
2006,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),64105
2006,Quebec,Exports,Primary Wood Products,Logs (cubic metres),27788
2006,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),29026
2006,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),3155433
2006,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),3440528
2006,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1695737
2006,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),530341
2006,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1592366
2006,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),383985
2006,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),114194
2006,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),7420527
2006,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),70608477
2006,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),3642
2006,Saskatchewan,Exports,Primary Wood Products,Pulpwood (cubic metres),4060
2006,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),2746
2006,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),14640
2006,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),354985
2006,Saskatchewan,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),288
2006,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),862304
2006,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),1710
2006,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),755
2006,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),383946
2006,Yukon,Exports,Primary Wood Products,Logs (cubic metres),1324
2006,Yukon,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),10
2007,Canada,Exports,Primary Wood Products,Logs (cubic metres),3416761
2007,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),144698
2007,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),6030298
2007,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),7318826
2007,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),10619520
2007,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),727279
2007,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),6522023
2007,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),786026
2007,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),779176
2007,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),44968335
2007,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),263758208
2007,Alberta,Exports,Primary Wood Products,Logs (cubic metres),94
2007,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),180460
2007,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),57577
2007,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1814480
2007,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),15284
2007,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1383277
2007,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),5169
2007,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),12627
2007,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3378332
2007,Alberta,Exports,Wood-Fabricated Materials,Veneer (square metres),628414
2007,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),3292643
2007,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),46203
2007,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),670793
2007,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1493838
2007,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),4866671
2007,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),63624
2007,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1854789
2007,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),159928
2007,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),451548
2007,British Columbia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),28251947
2007,British Columbia,Exports,Wood-Fabricated Materials,Veneer (square metres),161201528
2007,Manitoba,Exports,Primary Wood Products,Logs (cubic metres),1149
2007,Manitoba,Exports,Pulp and Paper Products,Newsprint (tonnes),144556
2007,Manitoba,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),112903
2007,Manitoba,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),148
2007,Manitoba,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),4240
2007,Manitoba,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),338970
2007,Manitoba,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),1570
2007,Manitoba,Exports,Wood-Fabricated Materials,Plywood (cubic metres),862
2007,Manitoba,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),339464
2007,Manitoba,Exports,Wood-Fabricated Materials,Veneer (square metres),77652
2007,New Brunswick,Exports,Primary Wood Products,Logs (cubic metres),7616
2007,New Brunswick,Exports,Primary Wood Products,Pulpwood (cubic metres),5739
2007,New Brunswick,Exports,Pulp and Paper Products,Newsprint (tonnes),209635
2007,New Brunswick,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),792915
2007,New Brunswick,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),736608
2007,New Brunswick,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),20468
2007,New Brunswick,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),5653
2007,New Brunswick,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),48024
2007,New Brunswick,Exports,Wood-Fabricated Materials,Plywood (cubic metres),337
2007,New Brunswick,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),2007011
2007,New Brunswick,Exports,Wood-Fabricated Materials,Veneer (square metres),207220
2007,Newfoundland and Labrador,Exports,Pulp and Paper Products,Newsprint (tonnes),533048
2007,Newfoundland and Labrador,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),3799
2007,Newfoundland and Labrador,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),250
2007,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),138
2007,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Plywood (cubic metres),22
2007,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),47826
2007,Newfoundland and Labrador,Exports,Wood-Fabricated Materials,Veneer (square metres),613
2007,Northwest Territories,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),534
2007,Nova Scotia,Exports,Primary Wood Products,Logs (cubic metres),726
2007,Nova Scotia,Exports,Primary Wood Products,Pulpwood (cubic metres),359
2007,Nova Scotia,Exports,Pulp and Paper Products,Newsprint (tonnes),385844
2007,Nova Scotia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),310014
2007,Nova Scotia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),252735
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),2202
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),60
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),49
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),11245
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),914283
2007,Nova Scotia,Exports,Wood-Fabricated Materials,Veneer (square metres),7247
2007,Nunavut,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),6
2007,Ontario,Exports,Primary Wood Products,Logs (cubic metres),75361
2007,Ontario,Exports,Primary Wood Products,Pulpwood (cubic metres),64432
2007,Ontario,Exports,Pulp and Paper Products,Newsprint (tonnes),1081734
2007,Ontario,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1176266
2007,Ontario,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1216514
2007,Ontario,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),181852
2007,Ontario,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1362521
2007,Ontario,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),214449
2007,Ontario,Exports,Wood-Fabricated Materials,Plywood (cubic metres),199231
2007,Ontario,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3588151
2007,Ontario,Exports,Wood-Fabricated Materials,Veneer (square metres),43512428
2007,Prince Edward Island,Exports,Pulp and Paper Products,Newsprint (tonnes),123
2007,Prince Edward Island,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),215
2007,Prince Edward Island,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),87
2007,Prince Edward Island,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),56
2007,Prince Edward Island,Exports,Wood-Fabricated Materials,Plywood (cubic metres),47
2007,Prince Edward Island,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),29400
2007,Prince Edward Island,Exports,Wood-Fabricated Materials,Veneer (square metres),1
2007,Quebec,Exports,Primary Wood Products,Logs (cubic metres),38886
2007,Quebec,Exports,Primary Wood Products,Pulpwood (cubic metres),22610
2007,Quebec,Exports,Pulp and Paper Products,Newsprint (tonnes),2823951
2007,Quebec,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),3371100
2007,Quebec,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1375007
2007,Quebec,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),439380
2007,Quebec,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),985556
2007,Quebec,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),356341
2007,Quebec,Exports,Wood-Fabricated Materials,Plywood (cubic metres),102647
2007,Quebec,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),6241590
2007,Quebec,Exports,Wood-Fabricated Materials,Veneer (square metres),58123105
2007,Saskatchewan,Exports,Primary Wood Products,Logs (cubic metres),87
2007,Saskatchewan,Exports,Primary Wood Products,Pulpwood (cubic metres),5355
2007,Saskatchewan,Exports,Pulp and Paper Products,Newsprint (tonnes),154
2007,Saskatchewan,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),200
2007,Saskatchewan,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),341020
2007,Saskatchewan,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),173
2007,Saskatchewan,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),591059
2007,Saskatchewan,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),496
2007,Saskatchewan,Exports,Wood-Fabricated Materials,Plywood (cubic metres),610
2007,Saskatchewan,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),169791
2007,Yukon,Exports,Primary Wood Products,Logs (cubic metres),199
2008,Canada,Exports,Primary Wood Products,Logs (cubic metres),2663824
2008,Canada,Exports,Primary Wood Products,Pulpwood (cubic metres),178354
2008,Canada,Exports,Pulp and Paper Products,Newsprint (tonnes),5762374
2008,Canada,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),6623475
2008,Canada,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),9604248
2008,Canada,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),488724
2008,Canada,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),3541892
2008,Canada,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),650985
2008,Canada,Exports,Wood-Fabricated Materials,Plywood (cubic metres),621192
2008,Canada,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),32960650
2008,Canada,Exports,Wood-Fabricated Materials,Veneer (square metres),207008524
2008,Alberta,Exports,Primary Wood Products,Logs (cubic metres),1792
2008,Alberta,Exports,Primary Wood Products,Pulpwood (cubic metres),30
2008,Alberta,Exports,Pulp and Paper Products,Newsprint (tonnes),181230
2008,Alberta,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),32309
2008,Alberta,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),1917807
2008,Alberta,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),3887
2008,Alberta,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),488280
2008,Alberta,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),2159
2008,Alberta,Exports,Wood-Fabricated Materials,Plywood (cubic metres),6243
2008,Alberta,Exports,Wood-Fabricated Materials,Softwood lumber (cubic metres),3020805
2008,Alberta,Exports,Wood-Fabricated Materials,Veneer (square metres),1406101
2008,British Columbia,Exports,Primary Wood Products,Logs (cubic metres),2583001
2008,British Columbia,Exports,Primary Wood Products,Pulpwood (cubic metres),41868
2008,British Columbia,Exports,Pulp and Paper Products,Newsprint (tonnes),474473
2008,British Columbia,Exports,Pulp and Paper Products,Other paper and paperboard (tonnes),1490222
2008,British Columbia,Exports,Pulp and Paper Products,Wood pulp (air dry metric tonnes),3945412
2008,British Columbia,Exports,Wood-Fabricated Materials,Hardwood lumber (cubic metres),26693
2008,British Columbia,Exports,Wood-Fabricated Materials,Oriented strandboard (cubic metres),1431749
2008,British Columbia,Exports,Wood-Fabricated Materials,Particleboard (cubic metres),9167
2008,British Columbia,Exports,Wood-Fabricated Materials,Plywood (cubic metres),257057
